"source","target","trackspeed"
"DE00NMH","DE00NKO","130.0"
"DE00NMR","DE0NHOB","130.0"
"DE00NNW","DE00NWB","120.0"
"DE00NPE","DE00NMR","120.0"
"DE00NRT","DE00NWU","130.0"
"DE00NWB","DE00NRT","100.0"
"DE00NWU","DE00NPE","120.0"
"DE0NALW","DE00NNW","120.0"
"DE0NHOB","DE0NROE","130.0"
"DE0NMLZ","DE0NOKP","120.0"
"DE0NROE","DE00NMH","130.0"
"DE0NWDO","DE0NALW","130.0"
"DE00NFO","DE00NPI","60.0"
"DE00NGG","DE0NWIE","60.0"
"DE00NPI","DE00NGG","60.0"
"DE0NKIR","DE0NPRE","60.0"
"DE0NPRE","DE0NEBM","60.0"
"DE0NWIE","DE0NKIR","60.0"
"DE00NWH","DE00NWR","60.0"
"DE00NWR","DE00NVE","60.0"
"DE0NEBH","DE0NOER","80.0"
"DE0NOER","DE97681","90.0"
"DE0NBUM","DE0NOBE","60.0"
"DE0NILL","DE0NBWI","60.0"
"DE0NOBE","DE0NILL","60.0"
"DE0NSTN","DE0NBUM","60.0"
"DE000MA","DE0MAMS","120.0"
"DE0MAMS","DE0MAGM","160.0"
"DE0MBOB","DE0MGRO","160.0"
"DE0MGRO","DE0MSMN","160.0"
"DE0MSMN","DE00MBU","160.0"
"DE0MAGM","DE0MINI","160.0"
"DE0MINI","DE0MBOB","160.0"
"DE0MSTW","DE0MHEB","60.0"
"DE0NNRF","DE0NNEI","160.0"
"DE0NPLF","DE0NMST","160.0"
"DE00MTL","DE00NWD","160.0"
"DE00NHH","DE00NMT","140.0"
"DE00NLE","DE00NON","130.0"
"DE00NMT","DE00NOF","140.0"
"DE00NOF","DE0NGOD","140.0"
"DE00NON","DE0NBUW","130.0"
"DE00NWN","DE0NWHO","160.0"
"DE0NSTN","DE000NU","160.0"
"DE0NWHO","DE0NWHW","110.0"
"DE0NWHW","DENWHWU","110.0"
"DENWHWU","DE00NWS","100.0"
"DE0MGHN","DE0MGHG","80.0"
"DE0MTHG","DE0MTHB","80.0"
"DE0MHGZ","DE0MWBU","130.0"
"DE00MBU","DE0MKFB","160.0"
"DE00MKP","DE0MMSZ","110.0"
"DE0MALI","DE00MLI","80.0"
"DE0MGNZ","DE97759","140.0"
"DE0MHMK","DE0MHGZ","130.0"
"DE0MIMS","DE0MOSF","110.0"
"DE0MKFB","DEMBIHA","140.0"
"DE0MMSZ","DE0MIMS","140.0"
"DE0MOSF","DE0MRTA","100.0"
"DE0MRTA","DE0MHMK","120.0"
"DE0MWBU","DE0MALI","110.0"
"DE97762","DE00MKP","100.0"
"DEMBIHH","DE0MGNZ","140.0"
"DE00MLL","DE0MASL","50.0"
"DE0MASL","DE0MDKL","50.0"
"DE0MDKL","DE0MKIN","50.0"
"DE0MKIN","DE0MSGU","50.0"
"DE00MDT","DE0MTPF","140.0"
"DE00MRN","DE0MGKG","140.0"
"DE0MBGH","DE00MRN","140.0"
"DE0MBLM","DE0MHDT","140.0"
"DE0MDIL","DE0MLIG","140.0"
"DE0MGKG","DE0MHAM","140.0"
"DE0MGUF","DE0MNFG","140.0"
"DE0MHAM","DE00MDT","140.0"
"DE0MHDT","DE0MDIL","140.0"
"DE0MLIG","DE0MGUF","140.0"
"DE0MNBD","DE0MUHN","120.0"
"DE0MRFD","DE0MNBD","120.0"
"DE0MSMS","DE0MBGH","120.0"
"DE0MSWN","DE0MBLM","140.0"
"DE0MTPF","DE0MSWN","140.0"
"DE0MUHN","DE0MSMS","120.0"
"DE0MWEI","DE0MRFD","140.0"
"DE97774","DE0MWEI","140.0"
"DE0MBIH","DE0MEBH","80.0"
"DE0MEBH","DE00MMO","80.0"
"DEMBIHA","DE0MBIH","80.0"
"DE00MWH","DE0MPBN","80.0"
"DE0MPBN","DE0MPBG","60.0"
"DE00MGP","DE0MGPH","60.0"
"DE0MGPH","DE0MUGR","60.0"
"DE0MGRI","EU00030","60.0"
"DE0MUGR","DE0MGRI","70.0"
"DE000MH","DE0MAKN","120.0"
"DE00MPF","DE0MRBI","160.0"
"DE00MPP","DE00MTL","140.0"
"DE0MAOZ","DE0MMAL","200.0"
"DE0MMAL","DE97822","200.0"
"DE00MAD","DE00MEB","160.0"
"DE00MDA","DE00MRM","200.0"
"DE00MDO","DE00MSO","110.0"
"DE00MEB","DE00MDO","140.0"
"DE00MEI","DE00MTA","160.0"
"DE00MGH","DE00MEI","160.0"
"DE00MIA","DE0MINU","160.0"
"DE00MIH","DE00MIN","160.0"
"DE00MIN","DE00MIA","160.0"
"DE00MKF","DE00MDA","200.0"
"DE00MPD","DE00MRS","160.0"
"DE00MPE","DE00MPD","200.0"
"DE00MRM","DE00MPE","200.0"
"DE00MRS","DE00MPF","160.0"
"DE00MSO","DE00MPP","110.0"
"DE00MTA","DE00MAD","160.0"
"DE0MAKN","DE0MAOZ","120.0"
"DE0MBAE","DE00MIH","160.0"
"DE0MINU","DE00MGH","160.0"
"DE0MRBI","DE0MBAE","160.0"
"DE97822","DE00MKF","200.0"
"DE000MH","DE0MANH","120.0"
"DE000MP","DE97835","120.0"
"DE00MFA","DE00MTZ","110.0"
"DE00MGP","DE0MKBN","100.0"
"DE00MGT","DE0MSNO","140.0"
"DE00MMU","DE0MHDF","120.0"
"DE00MMW","EU00031","80.0"
"DE00MOH","DE0MECH","110.0"
"DE00MOU","DE0MFCH","110.0"
"DE00MPH","DE00MFA","120.0"
"DE00MPL","DE00MGT","140.0"
"DE00MPN","DE0MHUG","140.0"
"DE00MST","DE00MPH","120.0"
"DE00MTZ","DE00MWI","120.0"
"DE00MUF","DE00MMU","130.0"
"DE00MWH","DE00MPN","140.0"
"DE00MWI","DE00MWH","110.0"
"DE0MANH","DE000MP","120.0"
"DE0MECH","DE00MOU","100.0"
"DE0MFCH","DE00MGP","110.0"
"DE0MHDF","DE00MOH","110.0"
"DE0MHUG","DE00MUF","130.0"
"DE0MKBN","DE0MKLA","70.0"
"DE0MKLA","DE00MMW","60.0"
"DE0MSNO","DE00MST","120.0"
"DE97835","DE00MPL","140.0"
"DE000ML","DE000MP","120.0"
"DE000MP","DE0MWKR","100.0"
"DE00MHT","DE0MHAB","80.0"
"DE00MPL","DE00MSD","120.0"
"DE00MSD","DE00MGT","140.0"
"DE0MGFL","DE00MPL","120.0"
"DE0MHAB","DE0MMDN","80.0"
"DE0MLCH","DE0MGFL","120.0"
"DE0MMDN","DE0MMHG","100.0"
"DE0MMHG","DE000ML","100.0"
"DE0MWKR","DE97881","90.0"
"DE97881","DE0MLCH","120.0"
"DE000MP","DE97861","100.0"
"DETH  G","DE000TH","80.0"
"DE000TL","DE0TDIH","100.0"
"DE00TBR","DE00TRL","100.0"
"DE00TDM","DE00TTB","100.0"
"DE00THO","DE00TNK","100.0"
"DE00TNK","DE0TGAM","90.0"
"DE00TRL","DE00TWT","100.0"
"DE00TTB","DE0TTBN","100.0"
"DE0TDIH","DE00TDM","100.0"
"DE0TGAM","DE00TBR","100.0"
"DE0TTBN","DE00THO","100.0"
"DE000TB","DE00TOP","130.0"
"DE00TFB","DE00TFI","130.0"
"DE00TFI","DE0TGAW","130.0"
"DE00TMT","DE00TFB","120.0"
"DE00TNL","DE0TMAU","130.0"
"DE00TOP","DE0TSBM","130.0"
"DE00TWI","DE00TNL","130.0"
"DE00TWK","DE0TSHT","120.0"
"DE00TWN","DE0TNHO","110.0"
"DE0TGAW","DE00TWK","120.0"
"DE0TMAU","DE000TB","100.0"
"DE0TNHO","DE0TSWK","130.0"
"DE0TSBM","DE00TMT","130.0"
"DE0TSWK","DE00TWI","130.0"
"DE000TB","DE00TBU","110.0"
"DE00TBU","DE0TKIM","90.0"
"DE00TFG","DE00TFV","120.0"
"DE0TBEN","DE00TFG","120.0"
"DE0TERD","DE00TMB","120.0"
"DE0TKIM","DE0TERD","90.0"
"DE000TC","DEYKMSN","140.0"
"DE000TC","DE0TSAT","100.0"
"DE00TIH","DE0TBMR","100.0"
"DE00TLC","DE00TWM","100.0"
"DE00TMA","DE00TIH","100.0"
"DE00TNI","DE00TLC","100.0"
"DE00TRS","DE0TBLF","100.0"
"DE00TWM","DE0TELP","100.0"
"DE0TBLF","DE0TSZG","100.0"
"DE0TBMR","DEYMMBM","100.0"
"DE0TELP","DE00TMA","100.0"
"DE0TSAT","DE0TWAL","100.0"
"DE0TSZG","DE00TNI","100.0"
"DE0TWAL","DE00TRS","100.0"
"DE00NAM","DE0NHIR","50.0"
"DE0NHIR","DE0NSBA","50.0"
"DE00NGM","DE97665","110.0"
"DE00NKA","DE0NWFH","160.0"
"DE00NLA","DE0NHOE","140.0"
"DE00NLO","DE97666","130.0"
"DE00NLP","DE0NNAN","150.0"
"DE00NVE","DE0NTHM","160.0"
"DE00NWH","DE00NWZ","130.0"
"DE00NWI","DE0NHEI","130.0"
"DE00NWZ","DE00NVE","130.0"
"DE0NHEI","DE00NLA","150.0"
"DE0NHIS","DE00NKA","160.0"
"DE0NHOE","DE97670","160.0"
"DE0NNAN","DE00NLO","150.0"
"DE0NPAR","DE00NWI","130.0"
"DE0NREZ","DE0NHIS","160.0"
"DE0NTHM","DE0NREZ","160.0"
"DE0NWFH","DE00NGM","130.0"
"DE97665","DE00NLP","110.0"
"DE97666","DE0NPAR","130.0"
"DE97670","DE00NAH","160.0"
"DE000NU","DE00NHH","140.0"
"DE00NAN","DE00NLE","160.0"
"DE00NMS","DE00NTF","160.0"
"DE00NTF","DE00NAN","160.0"
"DE00NWD","DE0NGUN","160.0"
"DE00NWS","DE00NWH","100.0"
"DE0NBUW","DE0NSTN","110.0"
"DE0NGOD","DE00NWN","160.0"
"DE0NGUN","DE00NMS","160.0"
"DE00MNL","DE0MNLG","80.0"
"DE0NLGU","DE0NRAB","120.0"
"DE00MLO","DE0MGRZ","120.0"
"DE00MLW","DE00MLO","120.0"
"DE00MMA","DEMMA A","120.0"
"DE00MOL","DE0MESG","120.0"
"DE0MESG","DE0MGLD","120.0"
"DE0MGLD","DE00MMA","120.0"
"DE0MGRZ","DE00MOL","120.0"
"DE0MMAG","DE0MMAM","120.0"
"DE97879","DE00MLW","120.0"
"DEMMA A","DE0MMAG","120.0"
"DE97870","DE0MAOZ","60.0"
"DE0MHSB","DE0MDHR","120.0"
"DE0MOBR","DE0MHOB","120.0"
"DE0MPEI","DE0MGHD","120.0"
"DE0MWAE","DE0MHSB","120.0"
"DE00MAY","DE0MPEI","120.0"
"DE00MNB","DE0MOBR","120.0"
"DE0MGHD","DE00MKZ","120.0"
"DE0MGIF","DE0MPER","120.0"
"DE0MHOB","DE0MWAE","120.0"
"DE0MNPS","DE00MNB","120.0"
"DE0NBNB","DE00NSB","100.0"
"DE000NT","DE00NEM","100.0"
"DE00NEM","DE0NWFD","100.0"
"DE00NWA","DE0NMHW","100.0"
"DE0NARN","DE000NT","100.0"
"DE0NMHW","DE0NARN","100.0"
"DE0NWFD","DE97125","100.0"
"DE000NS","DE0NOBW","130.0"
"DE00NME","DE00URH","120.0"
"DE00UBA","DE0UWLH","120.0"
"DE00URH","DE00UBA","120.0"
"DE00URI","DE000UM","100.0"
"DE0NBNE","DE00NME","130.0"
"DE0NBUR","DE0NBNE","130.0"
"DE0NEBH","DE0NRHN","150.0"
"DE0NMUE","DE0NBUR","120.0"
"DE0NOBW","DE0NPOP","130.0"
"DE0NPOP","DE0NEBH","120.0"
"DE0NRHN","DE0NMUE","150.0"
"DE0UWLH","DE00URI","120.0"
"DE0NHAR","DE0NSWF","80.0"
"DE0NSTN","DE0NHAR","80.0"
"DE0NSWF","DE0NROT","80.0"
"DE000MA","DE0MAOB","130.0"
"DE00MNM","DE97471","120.0"
"DE0MAHI","DE0MNES","160.0"
"DE0MAOB","DE0MAHI","130.0"
"DE0MBGU","DE0MMAH","160.0"
"DE0MDID","DE0MGHN","200.0"
"DE0MDKS","DE0MFHD","200.0"
"DE0MFHD","DE0MJET","160.0"
"DE0MGHN","DE0MKUN","200.0"
"DE0MGZB","DE0MLEH","160.0"
"DE0MJET","DE0MBGU","160.0"
"DE0MKUN","DE0MDKS","200.0"
"DE0MLEH","DE0MUFH","160.0"
"DE0MMAH","DE0MOFF","160.0"
"DE0MNES","DE0MWHS","160.0"
"DE0MNFG","DE0MGZB","160.0"
"DE0MNSG","DE00MNM","160.0"
"DE0MOFF","DE0MNFG","160.0"
"DE0MUFH","DE0MNSG","160.0"
"DE0MWHS","DE0MDID","200.0"
"DE0MAMS","DEMA  B","40.0"
"DE00MDT","DE0MMDL","150.0"
"DE0MMDL","DE0MOTW","160.0"
"DE0MOTW","DE00MTL","160.0"
"DE0NGUG","DE0NGUN","80.0"
"DE0NGUN","DE0NLGU","120.0"
"DE0NRAB","DE0NPLF","80.0"
"DE0NDBG","DE00NDB","50.0"
"DE97492","DE0MWAG","50.0"
"DE0MSED","DE0MSWG","100.0"
"DE0MALH","DE0MHPH","80.0"
"DE0MBIN","DE0MKRB","80.0"
"DE0MBRN","DE0MWLB","80.0"
"DE0MELZ","DE0MNBK","80.0"
"DE0MGZB","DE0MWSG","80.0"
"DE0MHFN","DE0MBIN","80.0"
"DE0MHNS","DE0MNBN","80.0"
"DE0MHPH","DE0MLOH","80.0"
"DE0MHWG","DE0MIHN","80.0"
"DE0MIHN","DE0MELZ","80.0"
"DE0MKKZ","DE0MHWG","80.0"
"DE0MKRB","DE0MKRS","60.0"
"DE0MKRS","DE0MNRU","80.0"
"DE0MLOH","DE0MBRN","80.0"
"DE0MNBK","DE0MHFN","80.0"
"DE0MNBN","DE00MMH","80.0"
"DE0MNRU","DE0MALH","80.0"
"DE0MPFH","DE0MHNS","80.0"
"DE0MWLB","DE0MPFH","80.0"
"DE0MWSG","DE0MKKZ","80.0"
"DE00MBU","DE0MTHB","160.0"
"DE00MMH","DE0MSTS","160.0"
"DE0MRAM","DE00MMH","160.0"
"DE0MSHM","DE0MUGH","160.0"
"DE0MSTS","DE0MSHM","160.0"
"DE0MTHB","DE97756","160.0"
"DE0MUGH","DE000MM","160.0"
"DE97756","DE0MRAM","160.0"
"DE97756","DE0MBWH","80.0"
"DE0MBOB","DE0MOMN","80.0"
"DE0MGRL","DE0MLLF","100.0"
"DE0MKLF","DE97767","100.0"
"DE0MLLF","DE0MKLF","100.0"
"DE0MOMN","DE0MGRL","100.0"
"DE0MKFG","DE0MLLS","80.0"
"DE0MLLS","DE00MLL","80.0"
"DE00MGE","DE0MOTN","70.0"
"DE00MMR","DE0MMEG","100.0"
"DE0MDIN","DE0MRAG","120.0"
"DE0MELG","DE0MWHN","110.0"
"DE0MMEG","DE0MSCN","100.0"
"DE0MOTN","DE0MSDF","90.0"
"DE0MRAG","DE00MWH","120.0"
"DE0MRDU","DE0MSAB","120.0"
"DE0MSAB","DE0MDIN","100.0"
"DE0MSCN","DE0MELG","100.0"
"DE0MSDF","DE0MUTG","110.0"
"DE0MUTG","DE0MRDU","120.0"
"DE0MWHN","DE00MGE","120.0"
"DE000MM","DE0MHMG","140.0"
"DE0MASI","DE0MILT","140.0"
"DE0MBNB","DE0MVRN","140.0"
"DE0MDRD","DE0MGNB","140.0"
"DE0MFNS","DE00MNM","120.0"
"DE0MGLH","DE0MFNS","140.0"
"DE0MGNB","DE97439","140.0"
"DE0MHMG","DE0MKMZ","140.0"
"DE0MILT","DE0MBNB","140.0"
"DE0MKMZ","DE0MASI","140.0"
"DE0MKPO","DE0MDRD","140.0"
"DE0MSED","DE0MGLH","140.0"
"DE0MVRN","DE0MSED","140.0"
"DE97439","DE000MM","140.0"
"DE97759","DE0MKPO","140.0"
"DE00MMG","DE0MDUH","60.0"
"DE0MPFS","EU00029","60.0"
"DE0MWHA","DE0MMRN","60.0"
"DE0MBOD","DE0MZHP","60.0"
"DE0MDUH","DE0MSUG","50.0"
"DE0MNEW","DE0MPFW","60.0"
"DE0MPFW","DE0MPFD","50.0"
"DE0MSUG","DE0MJBS","50.0"
"DE0MDHR","DE00MAY","120.0"
"DE0MPER","DE0MNPS","120.0"
"DE00MHR","DE00MVS","120.0"
"DE00MTR","DE0MGDF","120.0"
"DE00MVS","DE0MBDH","120.0"
"DE00MZO","DE0MEGL","120.0"
"DE0MBAA","DE00MTR","120.0"
"DE0MBDH","DE00MZO","120.0"
"DE0MEGL","DEMKO H","120.0"
"DE0MGDF","DE00MHR","120.0"
"DEMKO H","DE00MGB","120.0"
"DE00MNF","DE0MNFO","140.0"
"DE0MNFO","DE97917","140.0"
"DE00MFE","DE97928","60.0"
"DE00MOP","DE0MSTH","40.0"
"DE00MOP","DE00MOR","40.0"
"DE00MOR","DE97960","40.0"
"DE97960","DE00MRI","60.0"
"DE00MMD","DE0MLBW","80.0"
"DE0MGLG","DE0MPRM","80.0"
"DE0MLBW","DE0MSAL","80.0"
"DE0MNFR","DE0MOLH","80.0"
"DE0MNLH","DE00MMD","80.0"
"DE0MOLH","DE0MNLH","60.0"
"DE0MPRM","DE00NRA","60.0"
"DE0MSAL","DE0MGLG","80.0"
"DE00MBB","DE0MFLI","130.0"
"DE00MFI","DE00MOD","140.0"
"DE00MKI","EU00032","130.0"
"DE00MOD","DE00MKI","130.0"
"DE00MRA","DE00MBB","140.0"
"DE00MRO","DE0MARS","120.0"
"DE0MARS","DE0MPFR","140.0"
"DE0MFLI","DE00MFI","140.0"
"DE0MPFR","DE00MRA","140.0"
"DE0MBUH","DE0MWCK","50.0"
"DE00MPI","DE0MBRL","90.0"
"DE0MAIN","DE0MHAU","90.0"
"DE0MFLH","DE0MAIN","90.0"
"DE0MHAU","DE00MPI","90.0"
"DE98000","DE0MFLH","80.0"
"DE00MBI","DE00MBG","50.0"
"DE0MBGM","DE0MHTM","50.0"
"DE0MBRK","DE0MBGM","50.0"
"DE0MBRL","DE0MBRK","50.0"
"DE0MHTM","DE00MBI","50.0"
"DE00NCH","DE0NWIG","50.0"
"DE00NZF","DE0NGRU","50.0"
"DE0NBAF","DE0NGET","50.0"
"DE0NGET","DE00NZF","50.0"
"DE0NGRU","DE0NWLM","50.0"
"DE0NWAF","DE0NBAF","50.0"
"DE0NWIG","DE0NWAF","50.0"
"DE97975","DE00NDH","50.0"
"DE000NN","DE98034","80.0"
"DE00NBD","DE0NKCH","160.0"
"DE00NBT","DE00NHI","160.0"
"DE00NEF","DE0NERB","160.0"
"DE00NEO","DE00NBT","160.0"
"DE00NER","DE0NBTH","160.0"
"DE00NFO","DE00NEO","160.0"
"DE00NHI","DE00NSU","160.0"
"DE00NJB","DENF  G","150.0"
"DE00NSU","DE00NBA","160.0"
"DE00NVA","DE00NEF","160.0"
"DE0NBTH","DE00NBD","160.0"
"DE0NERB","DE0NERS","160.0"
"DE0NERS","DE00NER","160.0"
"DE0NKCH","DE00NFO","160.0"
"DE98034","DE00NJB","150.0"
"DENF  G","DE000NF","130.0"
"DE000NF","DE0NFUH","140.0"
"DE0NFUH","DE00NVA","140.0"
"DE0MZHP","DE0MOYM","60.0"
"DE97762","DE00MMG","60.0"
"DE00MPZ","DE0MBIC","100.0"
"DE00MSE","DE0MSTA","100.0"
"DE00MTZ","DE0MBER","100.0"
"DE0MBEN","DE0MKCH","80.0"
"DE0MBER","DE00MSE","100.0"
"DE0MBIC","DE0MBEN","80.0"
"DE0MSTA","DE00MPZ","100.0"
"DE00MDA","DE0MDAS","80.0"
"DE0MANB","DE0MEWG","80.0"
"DE0MBCN","DE0MOBU","80.0"
"DE0MDAS","DE0MBCN","80.0"
"DE0MEWG","DE0MKHN","80.0"
"DE0MIDR","DE0MANB","80.0"
"DE0MKHN","DE0MAMT","80.0"
"DE0MNRO","DE0MIDR","80.0"
"DE0MOBU","DE0MSHH","80.0"
"DE0MSHH","DE0MSHU","80.0"
"DE0MSHU","DE0MNRO","80.0"
"DE000MH","DE97849","40.0"
"DE000MS","DE00MOP","130.0"
"DE00MAG","DE00MOM","160.0"
"DE00MGB","DE00MAG","160.0"
"DE00TFV","DE97525","110.0"
"DE00TMB","DE0TBEN","80.0"
"DE97587","DE0NBYD","50.0"
"DE0NMKU","DE00NKU","50.0"
"DE97591","DE0NSTS","40.0"
"DE00NRU","DE0NWLZ","80.0"
"DE0NSOE","DE00NRU","70.0"
"DE0NXSB","DE97602","80.0"
"DE97602","DE00NSP","70.0"
"DE00NSP","DE0NSOE","70.0"
"DE0NWLZ","DE0NOKP","80.0"
"DE00NBG","DE00NEG","160.0"
"DE00NHM","DE00NBK","130.0"
"DE00NLF","DE00NMI","160.0"
"DE00NLS","DE00NNE","100.0"
"DE00NMI","DE00NHM","160.0"
"DE00NML","DE00NKU","120.0"
"DE00NUL","DE00NED","160.0"
"DE0NMBG","DE00NSE","100.0"
"DE0NMRH","DE00NML","130.0"
"DE0NOKP","DE00NHO","100.0"
"DE0NSFN","DE00NLF","160.0"
"DE97591","DE00NLS","100.0"
"DE00NBA","DE97629","160.0"
"DE00NBK","DE0NMRH","130.0"
"DE00NED","DE0NSFN","160.0"
"DE00NEG","DE00NZA","160.0"
"DE00NKU","DE00NUS","120.0"
"DE00NNE","DE97619","80.0"
"DE00NSE","DE0NFOE","80.0"
"DE00NSM","DE0NMBG","90.0"
"DE00NUS","DE97591","90.0"
"DE00NZA","DE00NUL","160.0"
"DE0NFOE","DE0NSBS","90.0"
"DE0NMSG","DE00NSM","80.0"
"DE0NSBS","DE0NOKP","100.0"
"DE97629","DE0NHAL","160.0"
"DENNE O","DE0NMSG","90.0"
"DE0NBAU","DE0NRDF","60.0"
"DE0NMDF","DE0NREN","60.0"
"DE0NRDF","DE0NMDF","60.0"
"DE0NREN","DE00NEB","60.0"
"DE97646","DE0NBAU","60.0"
"DE000NC","DE00NCN","100.0"
"DE00NCN","DE0NDOE","100.0"
"DE00NNU","DE00USO","120.0"
"DE0NDOE","DE0NHZW","100.0"
"DE0NHZW","DE0NRTL","100.0"
"DE0NMOE","DE00NNU","110.0"
"DE0NRTL","DE0NRTM","100.0"
"DE0NRTM","DE0NMOE","100.0"
"DE0NWBF","DE97660","100.0"
"DE00NZG","DE97665","60.0"
"DE000NM","DE00NFM","100.0"
"DE00NDP","DE0NSPO","100.0"
"DE00NFM","DE00NRF","100.0"
"DE00NRF","DE00NDP","100.0"
"DE0NFCH","DE0NHCH","100.0"
"DE0NHCH","DE0TWMH","100.0"
"DE0NSPO","DE0NFCH","100.0"
"DE0TWMH","DE0TWTB","80.0"
"DE0TWTB","DE00TWT","90.0"
"DENM  W","DE000NM","60.0"
"DE00NWK","DE0NPET","60.0"
"DE0NNDU","DE0NWIN","60.0"
"DE0NPET","DE0NNDU","60.0"
"DE00MFN","DE0MLNW","60.0"
"DE00MSF","DE0MATS","80.0"
"DE0MATS","DE00MFN","80.0"
"DE0MBLH","DE00MSF","80.0"
"DE0MIMS","DE0MBLH","80.0"
"DE0MLNW","DE00MOF","70.0"
"DE0MJBS","DE0MBOD","50.0"
"DE0MMRN","DE0MNEW","60.0"
"DE0MOYM","DE0MWHA","60.0"
"DE0MPFD","DE0MPFS","60.0"
"DE00MLI","DE0MLIR","100.0"
"DE0MLIR","EU00028","100.0"
"DE0MALI","DE0MLIR","60.0"
"DE00MMO","DE0MMOS","80.0"
"DE0MLSH","DE0MLWG","80.0"
"DE0MLWG","DE0MSEG","80.0"
"DE0MMOS","DE0MLSH","80.0"
"DE0MSEG","DE0MWZH","60.0"
"DE0MWZH","DE0MFSN","80.0"
"DE0MHPG","DE0MPBG","60.0"
"DE0MPTN","DE0MPTO","60.0"
"DE0MPTO","DE0MHPG","60.0"
"DE0MSGU","DE0MPTN","60.0"
"DE000MH","DE0MALS","130.0"
"DE000MP","DE97827","130.0"
"DE00MLO","DE00MOL","200.0"
"DE00MOL","DE0MMRU","230.0"
"DE0MAHA","DE000MA","150.0"
"DE0MALS","DE97830","130.0"
"DE0MMRU","DEMAHZF","230.0"
"DE97827","DE00MLO","160.0"
"DE97830","DE000MP","130.0"
"DE97831","DE0MAHA","150.0"
"DE000MH","DE0MMDN","80.0"
"DE00MBT","DE0MGAI","80.0"
"DE00MGO","DE00MDS","140.0"
"DE00MHP","DE0MHAR","120.0"
"DE00MTR","DE0MWTR","160.0"
"DE00MGK","DE00MRO","150.0"
"DE00MHP","DE000MS","120.0"
"DE00MHR","DE00MZO","160.0"
"DE00MKO","DE00MGB","160.0"
"DE00MOM","DE00MGK","150.0"
"DE00MOP","DE00MTR","160.0"
"DE00MZO","DE00MKO","160.0"
"DE0MWTR","DE00MHR","160.0"
"DE97849","DE00MHP","100.0"
"DE00MFB","DE0MBAU","160.0"
"DE00MGE","DE0MKFG","160.0"
"DE00MGF","DE0MTFD","160.0"
"DE00MPM","DE0MEIC","160.0"
"DE0MBAU","DE0MSNG","160.0"
"DE0MEIC","DE00MFB","160.0"
"DE0MKFG","DE97767","160.0"
"DE0MLEF","DE0MMAU","160.0"
"DE0MMAU","DE00MPM","160.0"
"DE0MSNG","DE00MGF","160.0"
"DE0MTFD","DE00MGE","160.0"
"DE97767","DE00MBU","160.0"
"DE97862","DE0MLEF","160.0"
"DE0MMAL","DE97872","60.0"
"DE000MP","DE97874","60.0"
"DE0MFHW","DE0MFTL","80.0"
"DE00MFK","DE0MHEM","140.0"
"DE00MMF","DE97954","160.0"
"DE00MMK","DE0MJUL","130.0"
"DE00MNN","DE00MMK","130.0"
"DE00MOP","DE97907","120.0"
"DE00MPO","DE00MSB","140.0"
"DE00MRI","DE00MFK","140.0"
"DE00MSB","DE0MHLK","140.0"
"DE00MTG","DE00MNN","130.0"
"DE0MAPF","DE00MMF","160.0"
"DE0MDFN","DE0MSDG","120.0"
"DE0MGRB","DE00MPO","140.0"
"DE0MHEM","DE0MGRB","140.0"
"DE0MHLK","DE0MWKN","140.0"
"DE0MJUL","DE0MSBI","120.0"
"DE0MSBI","EU00034","60.0"
"DE0MSDG","DE0MWDB","120.0"
"DE0MTMA","DE0MDFN","140.0"
"DE0MWDB","DE0MAPF","140.0"
"DE0MWKN","DE0MTMA","140.0"
"DE97907","DE00MRI","120.0"
"DE97954","DE00MTG","130.0"
"DE00MHO","DE0MDAR","120.0"
"DE0MAGD","DE0MHHM","100.0"
"DE0MDAR","DE0MMIB","120.0"
"DE0MHHM","DE0MSCS","100.0"
"DE0MMIB","DE0MAGD","100.0"
"DE00MBE","DE00MTS","110.0"
"DE00MBN","DE00MUS","140.0"
"DE00MFL","EU00033","120.0"
"DE00MPR","DE00MBN","130.0"
"DE00MRO","DE0MALD","140.0"
"DE00MTO","DE00MFL","160.0"
"DE00MTS","DE0MHFG","130.0"
"DE00MUS","DE00MBE","140.0"
"DE0MBEF","DE00MPR","130.0"
"DE0MAIC","DE0MVSB","120.0"
"DE0MEGK","DE0MAIC","110.0"
"DE0MGHS","DE0MLAS","100.0"
"DE0MLAS","DE00MLA","100.0"
"DE0MVSB","DE0MGHS","100.0"
"DE97981","DE0MEGK","120.0"
"EU00037","DE00NFW","80.0"
"EU00037","DE00NFW","80.0"
"DE00NFU","DE0NKNB","80.0"
"DE00NLH","DE0NZWU","70.0"
"DE0NGRS","DE0NRNU","50.0"
"DE0NKNB","DE0NSPU","80.0"
"DE0NRNU","DE0NGFU","50.0"
"DE0NSPU","DE0NGRS","50.0"
"DE0NZWL","DE00NLH","70.0"
"DE0NZWL","DE00NLH","80.0"
"DE0NZWU","DE00NFU","70.0"
"EU00035","DE00NPA","110.0"
"DE00NJB","DENF  G","140.0"
"DE98034","DE00NJB","140.0"
"DE0NNMU","DE98067","50.0"
"DE0MSIM","DE0MBEF","140.0"
"DE0MALD","DE0MSIM","140.0"
"DE0MHFG","DE0MRST","130.0"
"DE0MRST","DE00MTO","110.0"
"DE00TED","DEYMMBM","100.0"
"DE97311","DE00TED","100.0"
"DE00TEL","DE00TJZ","100.0"
"DE00TGL","DE0TSWA","120.0"
"DE00TJM","DE000TC","130.0"
