"source","target","sectionspeed"
"SESel","SEGsv","126.66666666666667"
"SESel","SESär","20.0"
"SEAm","SEMdö","100.0"
"SEAm","SEMdn","160.0"
"SEOr","SEGro","50.0"
"SEOr","SEGk","60.0"
"SEOr","SEG","60.0"
"SEJ","SEP","165.0"
"SESär","SEGsv","20.0"
"SEAgb","SEGbm","200.0"
"SEStp","SELrp","150.0"
"SEStp","SEFsb","150.0"
"SE00100","SELnk","200.0"
"SEBlv","SEAl","153.33333333333334"
"SEHie","SEStp","140.0"
"SEHie","SELnk","200.0"
"SEM","SETri","100.0"
"SEM","SEÖvn","70.0"
"SETri","SEHie","160.0"
"SELnk","SEStp","160.0"
"SEFsb","SELrp","152.5"
"SEMgb","SEM","86.0"
"SEMgb","SEÖvn","50.0"
"SEÖvn","SEFsb","200.0"
"SEAl","SEMgb","146.0"
"SEVid","SEÖg","160.0"
"SELma","SEAl","140.0"
"SEFl","SELma","140.0"
"SEBih","SEKd","150.0"
"SEKd","SESal","140.0"
"SEKg","SESie","150.0"
"SEÅp","SEBih","120.0"
"SESie","SEFl","150.0"
"SELrp","SEVid","160.0"
"SEÖg","SESvö","160.0"
"SESvö","SETrg","160.0"
"SEKe","SETm","40.0"
"SESo","SEHgl","30.0"
"SETm","SENst","20.0"
"SENst","SEVn","70.0"
"SEHumn","SEKöa","250.0"
"SENoe","SESök","250.0"
"SEDöe","SEBja","250.0"
"SEHäb","SEDöe","250.0"
"SEHög","SEGia","250.0"
"SESbe","SERuk","250.0"
"SEHös","SENoe","250.0"
"SENon","SEÄnö","250.0"
"SEVäy","SESlm","250.0"
"SERuk","SENog","250.0"
"SEKöa","SESbe","250.0"
"SEÄnö","SEHös","250.0"
"SEAra","SEHög","250.0"
"SEGia","SEHumn","250.0"
"SENog","SENon","250.0"
"SEBja","SEGån","250.0"
"SEHan","SEHäb","250.0"
"SEGån","SEÖk","250.0"
"SEÖkn","SEAra","250.0"
"SESlm","SEHan","250.0"
"SEÖal","SEÖk","80.0"
"SEÖk","SEÖkn","140.0"
"SEKei","SEHp","250.0"
"SEKlx","SEBen","160.0"
"SEKoj","SERan","160.0"
"SEBet","SEKoj","160.0"
"SEBud","SEHuö","140.0"
"SEBrå","SEGen","135.0"
"SESet","SEVsk","250.0"
"SERan","SEKlx","160.0"
"SEBen","SESet","250.0"
"SEGen","SESbä","125.0"
"SEVsk","SEKei","250.0"
"SEMjv","SEBet","160.0"
"SESbä","SEMjv","135.0"
"SEHp","EU00239","40.0"
"SEHuö","SENml","160.0"
"SENml","SEBrå","125.0"
"SEBvr","SEArne","200.0"
"SEArne","SEArnc","100.0"
"SEArnc","SEMyn","200.0"
"SEHsd","SESvj","200.0"
"SEHsy","SEHän","120.0"
"SEBia","SESkk","135.0"
"SESvj","SEMöl","200.0"
"SEKrf","SEDns","135.0"
"SEDns","SEVäy","200.0"
"SEHän","SEHnl","120.0"
"SESårs","SEHsy","125.0"
"SEFnö","SEKrf","130.0"
"SEHnl","SEHsd","120.0"
"SETrå","SESlbk","120.0"
"SESkk","SEFil","40.0"
"SESkk","SETrå","110.0"
"SEMöl","SESpk","200.0"
"SESpk","SEFnö","140.0"
"SESen","SESårs","120.0"
"SESlbk","SESen","140.0"
"SEVåk","SETgp","140.0"
"SEBib","SETp","140.0"
"SEGan","SEVåk","140.0"
"SETgp","SEBib","140.0"
"SESal","SETp","70.0"
"SEGnd","SEKnä","130.0"
"SEKnä","SEMrd","130.0"
"SEMrd","SEBjm","130.0"
"SEEa","SEGnd","130.0"
"SEAmk","SEPtå","90.0"
"SEGim","SEHod","70.0"
"SESök","SEGim","250.0"
"SELyt","SELyg","90.0"
"SEKat","SEGun","70.0"
"SELyg","SELsp","90.0"
"SELy","SEKat","70.0"
"SEÅm","SEAn","90.0"
"SELsp","SELy","80.0"
"SEAn","SELyt","90.0"
"SEUvn","SESöv","80.0"
"SEFfs","SESkl","100.0"
"SEHsb","SEGse","80.0"
"SEGse","SEUvn","80.0"
"SESkl","SEHsb","80.0"
"SETsg","SEBe","70.0"
"SEBe","SERos","70.0"
"SEBtå","SETsg","70.0"
"SEFsm","SEÅd","70.0"
"SEÅd","SEBtå","70.0"
"SERos","SEHtg","70.0"
"SEMb","SEMe","135.0"
"SEKls","SEMb","140.0"
"SEGä","SEFär","40.0"
"SELsb","SESne","40.0"
"SEMfj","SEBöo","70.0"
"SEBöo","SEDj","70.0"
"SEDj","SEVo","70.0"
"SEVo","SERåg","70.0"
"SERåg","SEMlg","40.0"
"SEGmo","SEHrm","40.0"
"SEDma","SEGmo","40.0"
"SEHrm","SEHak","40.0"
"SESnl","SEVme","30.0"
"SESöd","SESöc","80.0"
"SEFgc","SESre","90.0"
"SESre","SESmj","90.0"
"SEHge","SELa","90.0"
"SESmj","SEHge","90.0"
"SEVso","SEÄbg","120.0"
"SEHh","SEShr","140.0"
"SEBrh","SEVso","120.0"
"SEÄbg","SESnt","40.0"
"SEShr","SEBrh","140.0"
"SESbl","SEFg","40.0"
"SELp","SEHj","90.0"
"SEGng","SESvi","120.0"
"SEBg","SEOh","100.0"
"SERf","SEKisa","115.0"
"SEHf","SEMöa","110.0"
"SERud","SEBg","120.0"
"SEBma","SERud","120.0"
"SEMss","SEBma","70.0"
"SEKisa","SEGng","120.0"
"SEMöa","SEBg","110.0"
"SERby","SEBma","140.0"
"SESvi","SEVib","120.0"
"SEVib","SEVibh","120.0"
"SESro","SEHf","120.0"
"SEBsä","SERf","115.0"
"SEBsä","SEVsö","110.0"
"SEHj","SEBsä","100.0"
"SEVibh","SESro","120.0"
"SEFal","SENl","100.0"
"SEÖvm","SEGal","100.0"
"SENl","SEÖvm","100.0"
"SEGal","SEVk","110.0"
"SEVsö","SEÅvg","90.0"
"SEÅvg","SEFal","100.0"
"SESf","SENka","90.0"
"SEKhn","SESpjb","90.0"
"SESpjb","SESf","90.0"
"SEBäb","SERts","90.0"
"SELyv","SEToy","80.0"
"SERts","SESun","90.0"
"SESun","SELyv","80.0"
"SELgb","SEBfo","80.0"
"SEMl","SEÅb","80.0"
"SEÅb","SEHvr","40.0"
"SEDld","SELgb","60.0"
"SETsl","SEDld","60.0"
"SEHvr","SERån","60.0"
"SERån","SETsl","60.0"
"SEDl","SERbh","90.0"
"SERbh","SETnu","90.0"
"SEYb","SEKde","130.0"
"SEGhd","SEUv","130.0"
"SESke","SESmd","110.0"
"SESth","SESnu","135.0"
"SEMkl","SEDl","90.0"
"SEKde","SESth","135.0"
"SEKgs","SESke","90.0"
"SESvg","SELj","130.0"
"SESve","SEYb","140.0"
"SETnu","SEKgs","90.0"
"SELj","SEGhd","140.0"
"SESnu","SESvg","130.0"
"SELöö","SELet","40.0"
"SELkp","SELve","100.0"
"SELnå","SEFhm","100.0"
"SEFhm","SELkp","100.0"
"SEHsr","SEMst","100.0"
"SEHova","SELyd","90.0"
"SELve","SEJps","100.0"
"SEMst","SELnå","100.0"
"SEJps","SEHåp","100.0"
"SELyd","SEHsr","100.0"
"SESee","SEHre","80.0"
"SEJäy","SEVdi","80.0"
"SEHre","SEJäy","80.0"
"SEVdi","SEVb","110.0"
"SEVfo","SESee","110.0"
"SEHvd","SEVln","95.0"
"SEHud","SEHf","95.0"
"SEEk","SEHul","100.0"
"SEHul","SEHvd","95.0"
"SESid","SEHud","95.0"
"SEMnd","SESid","95.0"
"SEVln","SEMnd","95.0"
"SEOry","SEEk","120.0"
"SEN","SEOry","110.0"
"SEEsn","SEVta","100.0"
"SEN","SEEsn","100.0"
"SEVta","SEBsd","40.0"
"SEHbr","SEKvf","40.0"
"SEBsd","SEHbr","40.0"
"SEJögb","SEMåp","75.0"
"SEMåp","SEVgd","100.0"
"SESph","SELrd","100.0"
"SESoe","SEMbä","120.0"
"SEKvh","SEHrl","140.0"
"SEVgd","SEBmo","140.0"
"SEFod","SERft","100.0"
"SEN","SESoe","120.0"
"SESdr","SESph","100.0"
"SEV","SEFod","100.0"
"SEMbä","SEVgd","125.0"
"SERft","SESdr","100.0"
"SEBög","SETou","100.0"
"SESyd","SEKvh","140.0"
"SEHrl","SEV","140.0"
"SETou","SEOm","120.0"
"SELrd","SEBög","110.0"
"SEBmo","SESyd","140.0"
"SEBhb","SERb","150.0"
"SEKh","SEÅmn","160.0"
"SERb","SENät","160.0"
"SEÅmn","SEBhb","140.0"
"SESak","SEMru","140.0"
"SEMru","SEVru","110.0"
"SEFki","SEBml","160.0"
"SEBml","SESög","160.0"
"SEVru","SEKh","110.0"
"SENät","SEGua","135.0"
"SESög","SESak","150.0"
"SEHkö","SEOf","70.0"
"SELmm","SESrp","160.0"
"SERye","SEVlb","160.0"
"SESaö","SESea","160.0"
"SELrp","SESaö","160.0"
"SERdg","SERye","160.0"
"SEGss","SESi","160.0"
"SEVlb","SEY","160.0"
"SESea","SELmm","160.0"
"SESrp","SERdg","160.0"
"SETli","SEGss","160.0"
"SETli","SEY","160.0"
"SECrs","SEÅhus","40.0"
"EU00141","SEPhm","200.0"
"SEPhm","SE00100","200.0"
"SESti","SEMlf","80.0"
"SESir","SESgä","80.0"
"SEAjr","SENkr","80.0"
"SERjn","SEÅsal","80.0"
"SEKåb","SEMtm","80.0"
"SEMtm","SEJk","80.0"
"SELit","SEMfn","80.0"
"SEUf","SELöb","80.0"
"SELms","SESrs","80.0"
"SEHtg","SEDta","80.0"
"SEYl","SEÖhlg","80.0"
"SES","SEYl","80.0"
"SEMfn","SEJs","80.0"
"SEMlf","SEVma","80.0"
"SEMos","SEVaj","80.0"
"SESum","SELms","80.0"
"SEDta","SESti","40.0"
"SEÄlo","SEFeö","80.0"
"SELvd","SEVjm","80.0"
"SESrs","SESir","80.0"
"SEÅsal","SEBrn","80.0"
"SESgä","SEAva","80.0"
"SEJk","SEPj","80.0"
"SEOrs","SEThd","80.0"
"SEGun","SESum","70.0"
"SEJs","SEUf","80.0"
"SEVmat","SELvd","40.0"
"SEThd","SEÄlo","80.0"
"SEÅkt","SELit","80.0"
"SEFeö","SES","80.0"
"SELöb","SEHtg","80.0"
"SEÖhlg","SERjn","80.0"
"SEVld","SESum","80.0"
"SENkr","SEMos","80.0"
"SEVma","SEVmat","80.0"
"SEAva","SEAjr","80.0"
"SEBrn","SESvk","80.0"
"SESvk","SEFkr","80.0"
"SEVjm","SEVld","80.0"
"SEVaj","SEKåb","80.0"
