"source","target","sectionspeed"
"FR0000009707","FR0000004434","40.0"
"FR0000000315","FR9900002139","40.0"
"FR9900002139","FR9900001027","40.0"
"FR9900001027","FR9900004304","40.0"
"FR0000010700","FR0000008179","140.0"
"FR0000005698","FR0000011315","140.0"
"FR0000009266","FR0000005698","140.0"
"FR0000005518","FR0000009266","140.0"
"FR0000011315","FR0000004795","140.0"
"FR0000004950","FR0000006348","140.0"
"FR0000004795","FR0000010447","140.0"
"FR0000010447","FR0000001136","140.0"
"FR0000002494","FR0000010700","140.0"
"FR0000000653","FR0000005518","140.0"
"FR0000005032","FR0000001339","140.0"
"FR0000006348","FR0000001913","140.0"
"FR0000008179","FR0000005032","140.0"
"FR0000001913","FR0000000653","140.0"
"FR0000002428","FR0000009518","140.0"
"FR0000009518","FR0000015615","140.0"
"FR0000004488","FR0000003968","140.0"
"FR0000001339","FR0000004488","140.0"
"FR0000001025","FR0000005879","130.0"
"FR0000005879","FR0000002494","140.0"
"FR0000001421","FR0000000274","30.0"
"FR0000000378","FR0000000233","120.0"
"FR0000002880","FR0000003986","120.0"
"FR0000001789","FR0000000843","140.0"
"FR0000000508","FR0000001789","140.0"
"FR0000002223","FR0000000508","100.0"
"FR0000000682","FR0000002223","105.0"
"FR0000011205","FR0000000682","110.0"
"FR0000003373","FR0000000435","30.0"
"FR0000003591","FR0000011205","110.0"
"FR0000006264","FR0000003591","110.0"
"FR0000000435","FR0000000746","30.0"
"FR0000000843","FR0000000378","140.0"
"FR0000015615","FR0000002199","140.0"
"FR0000000233","FR0000003202","140.0"
"FR0000003202","FR0000009511","140.0"
"FR0000002147","FR0000002325","140.0"
"FR0000003968","FR0000002428","140.0"
"FR0000002325","FR0000004950","140.0"
"FR0000003840","FR0000002147","140.0"
"FR0000000487","FR0000003840","140.0"
"FR0000000746","FR0000001421","30.0"
"FR0000001009","FR0000000487","140.0"
"FR0000000315","FR0000011043","140.0"
"FR0000001766","FR0000004434","140.0"
"FR0000006144","FR0000001766","140.0"
"FR0000009511","FR0000006144","140.0"
"FR0000004434","FR0000000315","140.0"
"FR0000011043","FR0000001009","140.0"
"FR0000003986","FR0000001025","120.0"
"FR0000001136","FR0000002880","120.0"
"FR0000000413","FR0000001236","140.0"
"FR0000003836","FR0000000455","120.0"
"FR0000001322","FR0000006264","110.0"
"FR0000007019","FR0000000413","140.0"
"FR0000002199","FR0000007019","140.0"
"FR0000001236","FR0000003836","140.0"
"FR0000000274","FR0000001322","110.0"
"FR0000002248","FR0000004691","60.0"
"FR0000006536","FR0000004570","60.0"
"FR0000000682","FR0000006536","60.0"
"FR0000004757","FR0000003251","60.0"
"FR0000004691","FR0000002412","60.0"
"FR0000004570","FR0000004757","60.0"
"FR0000002412","FR9900001107","60.0"
"FR0000003251","FR0000002248","60.0"
"FR0000001913","FR0000015279","30.0"
"FR0000015279","FR9900003765","30.0"
"FR0000013576","FR0000007548","50.0"
"FR0000000001","FR0000007126","40.0"
"FR9900001527","FR9900002802","50.0"
"FR9900002802","FR0000009290","50.0"
"FR0000007989","FR0000013576","50.0"
"FR0000007548","FR9900001527","50.0"
"FR0000007126","FR0000007989","40.0"
"FR0000002979","FR0000001887","93.33333333333334"
"FR0000001887","FR0000006377","93.33333333333334"
"FR0000004878","FR0000004090","140.0"
"FR0000004716","FR0000003269","150.0"
"FR0000003828","FR0000005001","120.0"
"FR0000011509","FR0000001242","120.0"
"FR0000001242","FR0000002422","120.0"
"FR0000005991","FR0000009852","140.0"
"FR0000001052","FR0000000528","100.0"
"FR0000009852","FR0000002439","140.0"
"FR0000003546","FR0000004716","150.0"
"FR0000003269","FR0000007862","150.0"
"FR0000006481","FR0000004937","120.0"
"FR0000001422","FR0000012497","140.0"
"FR0000008787","FR0000001052","100.0"
"FR0000007862","FR0000004241","140.0"
"FR0000004241","FR0000000968","140.0"
"FR0000005001","FR0000006481","120.0"
"FR0000004062","FR0000001422","140.0"
"FR0000000528","FR0000004812","100.0"
"FR0000014629","FR0000002360","140.0"
"FR0000004812","FR0000014629","100.0"
"FR0000004731","FR0000003828","120.0"
"FR0000004037","FR0000000001","140.0"
"FR0000000001","FR0000001680","140.0"
"FR0000001136","FR0000001723","160.0"
"FR0000001872","FR0000004731","120.0"
"FR0000005096","FR0000001035","140.0"
"FR0000001656","FR0000008787","86.0"
"FR0000001035","FR0000001773","140.0"
"FR0000005145","FR0000000653","120.0"
"FR0000005035","FR0000007205","140.0"
"FR0000001680","FR0000004706","30.0"
"FR0000006377","FR0000002095","77.5"
"FR0000003078","FR0000005154","140.0"
"FR0000007205","FR0000004062","140.0"
"FR0000001412","FR0000003078","140.0"
"FR0000003437","FR0000005991","140.0"
"FR0000001217","FR0000005269","140.0"
"FR0000003045","FR0000004878","140.0"
"FR0000002360","FR0000005035","140.0"
"FR0000004090","FR0000002979","140.0"
"FR0000000161","FR0000003045","140.0"
"FR0000002439","FR0000009264","140.0"
"FR0000009264","FR0000001557","140.0"
"FR0000001723","FR0000003546","160.0"
"FR0000005154","FR0000001217","140.0"
"FR0000012497","FR0000001412","140.0"
"FR0000002422","FR0000005145","120.0"
"FR0000001557","FR0000001872","140.0"
"FR0000005269","FR0000003437","140.0"
"FR0000000968","FR0000004037","140.0"
"FR0000004706","FR0000016197","30.0"
"FR0000002095","FR0000001656","103.33333333333334"
"FR0000001773","FR0000000161","140.0"
"FR0000004937","FR0000011509","120.0"
"FR0000001656","FR0000001478","60.0"
"FR0000001887","FR0000001656","60.0"
"FR0000000968","FR0000007183","60.0"
"FR0000007183","FR0000000969","60.0"
"FR0000001771","FRZZY0000008","60.0"
"FR0000000502","FRZZY0000004","60.0"
"FRZZY0000014","FR0000000817","40.0"
"FR0000008389","FRZZY0000011","30.0"
"FR0000004706","FR0000008389","30.0"
"FR0000001680","FR0000007615","30.0"
"FR0000007615","FR0000004706","30.0"
"FR0000001022","FR0000002798","140.0"
"FR0000000183","FR0000009569","100.0"
"FR0000008092","FR0000000183","100.0"
"FR0000002798","FR9900001567","120.0"
"FR0000009569","FR0000002685","100.0"
"FR9900003490","FR0000004037","100.0"
"FR0000008838","FR0000000817","100.0"
"FR0000003992","FR0000001022","120.0"
"FR0000001680","FR9900003490","100.0"
"FR0000000969","FR0000008838","100.0"
"FR0000014700","FR0000001771","100.0"
"FR0000004037","FR0000000969","100.0"
"FR0000007263","FR0000014700","76.66666666666667"
"FR0000001771","FR0000000502","100.0"
"FR9900001567","FR0000006074","140.0"
"FR0000000502","FR0000001284","120.0"
"FR0000002685","FR0000007263","100.0"
"FR0000000817","FR0000008092","100.0"
"FR0000001284","FR0000003992","120.0"
"FR0000006074","FR0000004126","140.0"
"FR0000004126","FR0000000413","140.0"
"FR0000001284","FRZZY0000018","60.0"
"FR0000006165","FR0000009674","30.0"
"FR0000000530","FR0000008448","40.0"
"FR0000009674","FR0000008563","30.0"
"FR0000008563","FR0000007931","30.0"
"FR0000007931","FR0000007927","30.0"
"FR0000007927","FR9900001045","30.0"
"FR0000007207","FR0000006165","30.0"
"FR0000001678","FR0000007207","30.0"
"FR0000007505","FR0000001678","30.0"
"FR0000014025","FR0000007505","30.0"
"FR0000014198","FR0000014025","30.0"
"FR0000008448","FR9900001604","30.0"
"FR0000008324","FR0000014198","30.0"
"FR9900001604","FR0000008324","30.0"
"FR0000000125","FR0000002084","100.0"
"FR0000002800","FR0000009014","80.0"
"FR0000004490","FR0000001171","80.0"
"FR0000004728","FR0000004490","80.0"
"FR0000002084","FR0000008762","100.0"
"FR0000002413","FR0000004728","110.0"
"FR0000008762","FR0000002800","80.0"
"FR0000009014","FR9900003563","80.0"
"FR9900003563","FR0000002413","110.0"
"FR0000005428","FR0000007547","100.0"
"FR0000007547","FR0000003913","100.0"
"FR0000005382","FR0000009517","100.0"
"FR0000003913","FR0000002410","100.0"
"FR0000009517","FR0000000870","100.0"
"FR0000002410","FR0000002832","100.0"
"FR0000002832","FR0000005103","100.0"
"FR0000006127","FR0000005428","100.0"
"FR0000005007","FR0000006127","100.0"
"FR0000000431","FR0000004186","100.0"
"FR0000004972","FR0000005382","100.0"
"FR0000002725","FR0000005007","100.0"
"FR0000004186","FR9900003558","100.0"
"FR0000011147","FR0000004972","50.0"
"FR9900001850","FR0000011147","100.0"
"FR0000006223","FR9900001850","100.0"
"FR0000005103","FR0000003883","100.0"
"FR0000003883","FR0000006223","100.0"
"FR9900003558","FR0000002725","100.0"
"FR0000006351","FR9900001394","30.0"
"FR9900001394","FR0000008963","30.0"
"FR0000008963","FR0000014879","30.0"
"FR0000014879","FR0000001430","30.0"
"FR0000009708","FR0000006351","30.0"
"FR9900001251","FR0000005332","40.0"
"FR0000005332","FR0000000925","40.0"
"FR0000008140","FR9900001847","30.0"
"FR0000008180","FR9900001554","40.0"
"FR9900001554","FR0000013825","40.0"
"FR0000007033","FR9900001251","40.0"
"FR0000013825","FR0000008549","40.0"
"FR0000008549","FR9900001047","40.0"
"FR9900001847","FR0000008180","30.0"
"FR0000001025","FR0000007033","40.0"
"FR0000000925","FR0000008140","30.0"
"FR0000001332","FR0000005979","130.0"
"FR0000005979","FR0000006058","130.0"
"FR0000009054","FR0000003573","125.0"
"FR0000003901","FR0000005077","125.0"
"FR9900002152","FR0000002450","140.0"
"FR0000007660","FR0000013106","140.0"
"FR0000013106","FR9900001852","140.0"
"FR9900001852","FR9900002152","140.0"
"FR0000002450","FR0000000681","140.0"
"FR0000003573","FR0000014994","120.0"
"FR0000001276","FR0000000774","140.0"
"FR0000014994","FR0000001276","140.0"
"FR0000008489","FR0000000085","130.0"
"FR0000000085","FR0000001332","130.0"
"FR0000008066","FR0000004378","140.0"
"FR0000015613","FR0000000870","140.0"
"FR0000004378","FR0000013684","140.0"
"FR0000013684","FR0000002252","140.0"
"FR0000002252","FR0000001430","120.0"
"FR0000004972","FR0000015613","140.0"
"FR0000010007","FR0000004972","140.0"
"FR0000005077","FR0000008489","125.0"
"FR0000000681","FR0000010007","140.0"
"FR0000000870","FR0000008066","140.0"
"FR0000002019","FR0000007976","140.0"
"FR0000002659","FR0000007660","140.0"
"FR0000005426","FR0000000181","120.0"
"FR0000000181","FR0000013973","120.0"
"FR0000013973","FR0000004171","120.0"
"FR0000004171","FR0000002009","90.0"
"FR0000002313","FR0000002960","80.0"
"FR0000002009","FR0000002156","85.0"
"FR0000004693","FR0000002313","80.0"
"FR0000002156","FR9900002097","80.0"
"FR9900002097","FR0000003789","80.0"
"FR0000003789","FR0000002344","80.0"
"FR0000002344","FR0000004889","80.0"
"FR0000004889","FR0000004693","80.0"
"FR0000002960","FR0000006867","80.0"
"FR0000001430","FR0000003901","125.0"
"FR0000007531","FR0000000884","120.0"
"FR0000001174","FR0000002454","120.0"
"FR0000003725","FR0000001919","140.0"
"FR0000001919","FR0000008779","140.0"
"FR0000008779","FR0000008596","140.0"
"FR0000008596","FR0000002659","140.0"
"FR0000006058","FR0000000945","130.0"
"FR0000007976","FR0000003725","140.0"
"FR0000012049","FR0000002019","140.0"
"FR0000006652","FR0000012049","140.0"
"FR0000002913","FR0000006652","140.0"
"FR0000001515","FR0000002913","140.0"
"FR0000006867","FR0000001515","140.0"
"FR0000000433","FR0000001174","120.0"
"FR0000000884","FR0000005426","120.0"
"FR0000002454","FR0000007353","120.0"
"FR0000000945","FR0000009054","130.0"
"FR0000007353","FR0000007531","120.0"
"FR0000000742","FR0000015977","0.0"
"FR0000007727","FR0000009275","30.0"
"FR0000009275","FR0000015290","30.0"
"FR0000001332","FR0000000742","30.0"
"FR0000000085","FR0000007727","30.0"
"FR0000015290","FR0000001332","30.0"
"FR0000000268","FR0000016048","30.0"
"FR0000000626","FR9900003286","30.0"
"FR0000005331","FR0000005268","100.0"
"FR0000002629","FR0000007855","30.0"
"FR0000007855","FR0000000622","30.0"
"FR0000001732","FR0000003836","100.0"
"FR0000004128","FR0000006656","140.0"
"FR0000000622","FR0000000626","30.0"
"FR0000000455","FR0000006080","100.0"
"FR9900004058","FR0000002226","140.0"
"FR0000003218","FR0000002989","140.0"
"FR0000003012","FR0000000597","100.0"
"FR0000004121","FR9900004058","140.0"
"FR0000005480","FR0000008106","140.0"
"FR0000008106","FR0000004121","140.0"
"FR0000001010","FR0000003012","140.0"
"FR0000005907","FR0000002629","30.0"
"FR0000005268","FR0000008268","100.0"
"FR0000006812","FR9900004027","100.0"
"FR0000000620","FR0000005304","100.0"
"FR0000005304","FR0000005907","100.0"
"FR9900004034","FR0000000620","100.0"
"FR0000006080","FR9900004034","100.0"
"FR9900004027","FR9900004050","100.0"
"FR0000008268","FR0000006812","100.0"
"FR0000000943","FR0000005480","140.0"
"FR9900004050","FR0000001732","100.0"
"FR0000000774","FR0000003218","140.0"
"FR0000006292","FR0000000943","140.0"
"FR0000002226","FR0000001010","140.0"
"FR0000004883","FR0000006292","140.0"
"FR0000000353","FR0000005331","100.0"
"FR0000008124","FR0000004883","140.0"
"FR0000000597","FR0000000353","100.0"
"FR0000002989","FR0000004128","140.0"
"FR0000005941","FR0000001847","30.0"
"FR0000006656","FR0000008124","140.0"
"FR9900003286","FR0000005941","30.0"
"FR0000001732","FR0000006365","80.0"
"FR0000006365","FR0000001236","80.0"
"FR0000000620","FR0000000626","30.0"
"FR0000000943","FR0000007118","30.0"
"FR0000012380","FR9900004504","30.0"
"FR0000007118","FR0000012380","30.0"
"FR0000010324","FR0000016156","30.0"
"FR0000009429","FR0000005943","30.0"
"FR0000005692","FR0000009429","30.0"
"FR0000001847","FR0000009414","30.0"
"FR0000005943","FR0000005528","30.0"
"FR0000005608","FR0000010324","30.0"
"FR0000005528","FR0000010211","30.0"
"FR0000008765","FR0000008789","30.0"
"FR0000009414","FR0000005692","30.0"
"FR0000008789","FR0000007442","30.0"
"FR0000010211","FR0000008765","30.0"
"FR0000007442","FR0000005608","30.0"
"FR9900003557","FR0000003117","100.0"
"FR0000002437","FR0000015909","100.0"
"FR0000003117","FR0000004521","100.0"
"FR0000001780","FR0000004930","100.0"
"FR0000004521","FR0000002437","100.0"
"FR0000004930","FR9900003557","100.0"
"FR0000007161","FR0000002533","100.0"
"FR0000002825","FR0000003097","100.0"
"FR0000009116","FR0000002825","100.0"
"FR0000005477","FR0000004198","100.0"
"FR0000012370","FR0000005477","100.0"
"FR0000002931","FR0000006551","100.0"
"FR0000001848","FR0000002118","80.0"
"FR0000004198","FR0000007161","100.0"
"FR0000004571","FR0000007110","100.0"
"FR0000003097","FR0000003765","100.0"
"FR0000003765","FR0000002931","100.0"
"FR0000004364","FR0000012066","100.0"
"FR0000012066","FR0000001768","100.0"
"FR0000006881","FR0000004364","100.0"
"FR0000006551","FR9900003372","100.0"
"FR9900004041","FR0000004331","80.0"
"FR0000001768","FR0000000337","100.0"
"FR0000002533","FR0000006881","100.0"
"FR0000003070","FR0000004571","100.0"
"FR0000004331","FR0000009116","100.0"
"FR9900003372","FR0000003070","100.0"
"FR0000007110","FR0000012370","100.0"
"FR0000002118","FR9900004041","80.0"
"FR0000014736","FR0000000387","30.0"
"FR0000001937","FR0000005704","30.0"
"FR0000010458","FR9900001262","30.0"
"FR9900001262","FR9900001076","15.0"
"FR0000006645","FR0000000866","30.0"
"FR0000011729","FR0000014736","30.0"
"FR0000008862","FR0000011729","30.0"
"FR9900003751","FR0000008501","40.0"
"FR0000003205","FR0000001085","140.0"
"FR0000005335","FR0000010458","30.0"
"FR9900001312","FR0000009346","10.0"
"FR0000005704","FR0000005335","30.0"
"FR0000015173","FR0000005265","30.0"
"FR0000008501","FR0000006645","30.0"
"FR0000000866","FR0000008862","30.0"
"FR0000005265","FR0000009846","10.0"
"FR0000006462","FR9900001682","30.0"
"FR0000006534","FR9900001510","30.0"
"FR0000001101","FR0000003205","140.0"
"FR9900001682","FR0000011479","30.0"
"FR0000008969","FR0000006364","30.0"
"FR0000007424","FR9900001109","10.0"
"FR0000000509","FR0000006367","30.0"
"FR0000009186","FR0000015173","30.0"
"FR0000009846","FR9900001312","10.0"
"FR0000011342","FR9900001266","30.0"
"FR9900001266","FR0000007761","30.0"
"FR0000007761","FR0000009186","30.0"
"FR0000007037","FR0000006534","30.0"
"FR0000009346","FR0000007424","10.0"
"FR0000000387","FR0000006462","30.0"
"FR0000011479","FR0000007037","30.0"
"FR0000012276","FR9900004554","30.0"
"FR0000012387","FR0000012385","30.0"
"FR0000004364","FR0000012387","30.0"
"FR0000006367","FR0000001937","30.0"
"FR0000011580","FR0000012276","30.0"
"FR0000006364","FR0000011342","30.0"
"FR9900001510","FR0000011580","30.0"
"FR0000012385","FR0000008969","30.0"
"FR0000001768","FR0000004364","30.0"
"FR9900001316","FR0000016006","30.0"
"FR0000005620","FR9900001316","30.0"
"FR0000000420","FR0000005620","40.0"
"FR0000009347","FR9900001744","140.0"
"FR9900001744","FR0000011658","140.0"
"FR0000011905","FR0000003804","140.0"
"FR0000002733","FR0000005390","140.0"
"FR0000002161","FR0000001075","80.0"
"FR0000005000","FR0000002620","80.0"
"FR0000022962","FR0000022928","125.0"
"FR0000005099","FR0000006916","130.0"
"FR0000006066","FR0000011905","140.0"
"FR0000006763","FR0000006066","140.0"
"FR0000000561","FR0000002168","130.0"
"FR0000002537","FR0000006405","120.0"
"FR0000002168","FR0000000548","130.0"
"FR0000022954","FR0000002537","120.0"
"FR0000006405","FR0000022962","120.0"
"FR0000006916","FR0000007175","130.0"
"FR0000022928","FR0000002073","130.0"
"FR0000002073","FR0000005099","130.0"
"FR0000000548","FR0000005000","80.0"
"FR0000011658","FR9900002027","140.0"
"FR0000007175","FR0000000561","130.0"
"FR0000003804","FR0000002733","140.0"
"FR0000003455","FR0000008155","140.0"
"FR0000000530","FR0000007563","110.0"
"FR0000002620","FR0000002161","80.0"
"FR0000004314","FR0000006763","140.0"
"FR0000000198","FR0000010020","140.0"
"FR0000007563","FR0000006590","130.0"
"FR0000006590","FR0000009347","140.0"
"FR0000002049","FR0000003455","140.0"
"FR0000010020","FR0000003908","140.0"
"FR0000002156","FR0000000530","80.0"
"FR0000008155","FR0000000198","140.0"
"FR0000005390","FR0000002049","140.0"
"FR0000003908","FR0000022954","140.0"
"FR9900002027","FR0000004314","140.0"
"FR0000004240","FR0000003529","80.0"
"FR0000003422","FR0000002389","80.0"
"FR0000004078","FR0000004240","80.0"
"FR0000002019","FR0000004078","80.0"
"FR0000002389","FR0000003387","80.0"
"FR0000003387","FR0000000581","90.0"
"FR0000002348","FR0000003422","80.0"
"FR0000003529","FR0000002348","80.0"
"FR0000009382","FR0000002937","100.0"
"FR0000004819","FR0000002152","90.0"
"FR0000004966","FR0000002159","100.0"
"FR0000000355","FR0000002850","100.0"
"FR9900001928","FR0000003394","100.0"
"FR0000003010","FR0000004819","90.0"
"FR0000004618","FR0000003996","100.0"
"FR0000002159","FR0000008312","100.0"
"FR0000002850","FR0000004268","100.0"
"FR0000002633","FR0000000337","100.0"
"FR9900002105","FR0000010021","100.0"
"FR0000006658","FR0000001536","100.0"
"FR0000010021","FR0000000198","100.0"
"FR0000015431","FR0000008139","100.0"
"FR0000003129","FR0000009382","100.0"
"FR0000007224","FR0000006658","100.0"
"FR0000004572","FR0000000226","100.0"
"FR0000000198","FR0000003455","100.0"
"FR0000000496","FR0000007224","100.0"
"FR0000002152","FR0000004618","100.0"
"FR0000008139","FR0000001780","100.0"
"FR0000002937","FR0000015431","100.0"
"FR0000003174","FR9900002105","100.0"
"FR0000008312","FR0000001231","100.0"
"FR0000003855","FR0000003052","100.0"
"FR0000009018","FR0000004885","100.0"
"FR0000004268","FR0000003475","100.0"
"FR0000004885","FR0000002604","100.0"
"FR0000001786","FR0000003010","85.0"
"FR0000003394","FR0000004966","100.0"
"FR0000000337","FR0000000496","100.0"
"FR0000000494","FR0000002580","100.0"
"FR0000003996","FR0000003129","100.0"
"FR0000002580","FR0000011751","100.0"
"FR0000011751","FR9900002161","100.0"
"FR0000008568","FR0000003174","100.0"
"FR0000003475","FR0000003855","100.0"
"FR0000000258","FR0000007035","100.0"
"FR0000001536","FR0000000494","100.0"
"FR0000012272","FR9900001928","100.0"
"FR0000001231","FR0000007304","100.0"
"FR0000007304","FR0000009018","100.0"
"FR0000007035","FR0000012272","100.0"
"FR0000001780","FR0000002883","100.0"
"FR0000002883","FR0000004572","100.0"
"FR9900002161","FR0000000355","100.0"
"FR0000002604","FR0000002633","100.0"
"FR0000003052","FR0000008568","100.0"
"FR0000002049","FR0000000454","100.0"
"FR0000003455","FR0000010018","100.0"
"FR0000010018","FR0000002049","100.0"
"FR0000000581","FR0000006012","100.0"
"FR0000003162","FR0000005197","100.0"
"FR0000005197","FR0000003676","100.0"
"FR0000006243","FR0000002775","100.0"
"FR0000003676","FR0000001493","100.0"
"FR0000006012","FR0000006243","100.0"
"FR0000000454","FR0000003162","100.0"
"FR0000001493","FR0000003387","100.0"
"FR0000004310","FR0000002516","90.0"
"FR0000002302","FR0000004310","100.0"
"FR0000002516","FR0000003338","90.0"
"FR0000000711","FR0000002302","100.0"
"FR0000003338","FR0000016092","90.0"
"FR0000003305","FR0000002753","90.0"
"FR0000001105","FR0000004583","60.0"
"FR0000004733","FR0000003635","90.0"
"FR0000003611","FR0000006402","90.0"
"FR0000003635","FR0000004464","90.0"
"FR0000002753","FR0000004733","90.0"
"FR0000005505","FR0000001105","60.0"
"FR0000002836","FR0000003305","90.0"
"FR0000000469","FR0000004011","60.0"
"FR0000004464","FR0000000341","90.0"
"FR0000004011","FR0000005505","60.0"
"FR0000004583","FR0000005025","90.0"
"FR0000005025","FR0000003611","90.0"
"FR0000006402","FR0000002836","90.0"
"FR0000003243","FR0000015174","120.0"
"FR0000008572","FR0000007690","120.0"
"FR0000005027","FR0000006643","75.0"
"FR0000007706","FR0000013171","75.0"
"FR0000002118","FR0000000889","120.0"
"FR0000006956","FR0000003243","120.0"
"FR0000008164","FR0000007706","75.0"
"FR0000006643","FR0000006209","66.0"
"FR0000009187","FR0000006956","120.0"
"FR0000013422","FR0000012373","75.0"
"FR0000013806","FR0000013422","60.0"
"FR0000007874","FR0000013806","75.0"
"FR0000006209","FR0000007112","66.0"
"FR0000002171","FR0000005027","120.0"
"FR0000007112","FR0000008164","66.0"
"FR0000015174","FR0000000258","120.0"
"FR0000008703","FR0000002118","75.0"
"FR0000000258","FR0000008572","120.0"
"FR0000012373","FR0000008703","60.0"
"FR0000002256","FR0000002171","120.0"
"FR0000013171","FR0000007874","75.0"
"FR0000000784","FR0000003608","120.0"
"FR0000004255","FR0000002523","120.0"
"FR0000000341","FR0000008328","120.0"
"FR0000003367","FR0000005088","120.0"
"FR0000003608","FR0000006014","120.0"
"FR0000002523","FR0000003893","120.0"
"FR0000000226","FR0000008295","120.0"
"FR0000005895","FR0000007993","120.0"
"FR0000004449","FR0000005895","120.0"
"FR0000003893","FR0000000226","120.0"
"FR0000009869","FR0000004449","120.0"
"FR0000007314","FR0000009869","120.0"
"FR0000000427","FR0000005282","100.0"
"FR0000002922","FR0000007314","120.0"
"FR0000002044","FR0000002922","120.0"
"FR0000005282","FR0000002044","100.0"
"FR0000008328","FR0000004255","120.0"
"FR0000007690","FR0000000784","120.0"
"FR0000007993","FR0000003367","120.0"
"FR0000008295","FR0000009187","120.0"
"FR0000006014","FR0000002256","120.0"
"FR0000005088","FR0000000341","120.0"
"FR0000007050","FR0000004306","120.0"
"FR0000000427","FR0000001304","90.0"
"FR0000012868","FR0000003558","90.0"
"FR0000004974","FR0000000977","120.0"
"FR0000000609","FR0000004974","120.0"
"FR0000001105","FR0000004680","60.0"
"FR0000001304","FR0000003829","120.0"
"FR0000003829","FR0000000650","120.0"
"FR0000000650","FR0000004776","120.0"
"FR0000004925","FR0000000469","75.0"
"FR0000004484","FR0000007050","120.0"
"FR0000002201","FR0000004657","90.0"
"FR0000004776","FR0000000857","80.0"
"FR0000001396","FR0000004011","60.0"
"FR0000004680","FR0000003170","60.0"
"FR0000002109","FR0000007482","100.0"
"FR0000000977","FR0000000427","120.0"
"FR0000004011","FR0000010179","60.0"
"FR0000007482","FR0000012868","80.0"
"FR0000003558","FR0000001786","90.0"
"FR0000001786","FR0000002201","90.0"
"FR0000004306","FR0000000609","120.0"
"FR0000010179","FR0000001105","60.0"
"FR0000001555","FR0000004925","90.0"
"FR0000003170","FR0000004484","120.0"
"FR0000000469","FR0000001396","60.0"
"FR0000004657","FR0000001555","90.0"
"FR0000000997","FR0000022929","100.0"
"FR0000002780","FR0000001042","80.0"
"FR9900003458","FR0000002537","110.0"
"FR0000001042","FR0000005691","120.0"
"FR0000005691","FR0000002562","120.0"
"FR0000002562","FR0000010438","120.0"
"FR0000010438","FR0000016444","130.0"
"FR0000022962","FR9900003458","110.0"
"FR0000002537","FR9900003457","110.0"
"FR0000016444","FR0000004300","100.0"
"FR0000022929","FR0000022962","110.0"
"FR0000004300","FR0000000997","100.0"
"FR9900003457","FR0000022954","110.0"
"FR9900003834","FR9900003813","30.0"
"FR0000015336","FR0000002512","80.0"
"FR0000009307","FR0000003349","80.0"
"FR9900003075","FR0000000483","30.0"
"FR0000002975","FR0000009307","80.0"
"FR0000003507","FR0000002975","80.0"
"FR9900003165","FR0000001058","30.0"
"FR0000002241","FR0000002177","110.0"
"FR9900003814","FR9900003165","30.0"
"FR9900003813","FR9900003075","30.0"
"FR0000000483","FR9900003814","30.0"
"FR0000004347","FR0000003507","80.0"
"FR0000000540","FR0000016310","30.0"
"FR0000001401","FR0000000540","30.0"
"FR0000004980","FR0000002780","80.0"
"FR9900003745","FR0000001401","30.0"
"FR0000003967","FR0000004980","80.0"
"FR0000001058","FR9900003745","30.0"
"FR0000002177","FR0000004347","80.0"
"FR0000001568","FR0000015336","80.0"
"FR0000002512","FR0000003967","80.0"
"FR0000000857","FR0000002241","110.0"
"FR0000003349","FR0000001568","80.0"
"FR0000022929","FR0000022928","60.0"
"FR0000001304","FR0000002044","120.0"
"FR0000000035","FR9900001565","140.0"
"FR0000001719","FR0000000860","130.0"
"FR0000012475","FR0000015806","55.0"
"FR0000002278","FR9900003497","130.0"
"FR0000002345","FR0000002126","130.0"
"FR0000002101","FR0000007188","54.0"
"FR0000007188","FR0000009660","54.0"
"FR0000015806","FR9900003500","55.0"
"FR0000002996","FR0000008752","60.0"
"FR0000009660","FR0000004218","70.0"
"FR0000000996","FR0000000035","132.0"
"FR0000002706","FR0000003721","87.5"
"FR0000003519","FR0000004014","130.0"
"FR0000002408","FR0000007243","130.0"
"FR0000002760","FR0000008759","130.0"
"FR0000001427","FR0000002923","90.0"
"FR0000013002","FR0000002881","130.0"
"FR0000007243","FR0000002484","130.0"
"FR0000014595","FR0000001719","130.0"
"FR0000006703","FR0000001090","130.0"
"FR0000004271","FR0000000542","100.0"
"FR0000003528","FR0000005140","130.0"
"FR0000002451","FR0000002345","130.0"
"FR0000000371","FR0000006703","100.0"
"FR0000002484","FR0000000996","130.0"
"FR0000004424","FR0000014595","130.0"
"FR0000003721","FR0000001375","95.0"
"FR0000012829","FR0000002996","70.0"
"FR0000008759","FR0000004424","130.0"
"FR0000003456","FR0000000371","110.0"
"FR0000007948","FR9900003718","130.0"
"FR0000008752","FR0000002101","54.0"
"FR0000001860","FR0000007457","36.666666666666664"
"FR0000004502","FR0000007948","130.0"
"FR0000005140","FR0000002451","130.0"
"FR0000008119","FR0000004502","130.0"
"FR0000004218","FR0000012475","55.0"
"FR0000016315","FR0000001860","34.0"
"FR9900003500","FR0000004271","85.0"
"FR0000001375","FR0000001188","110.0"
"FR0000001090","FR0000002278","130.0"
"FR0000000860","FR0000002318","130.0"
"FR0000002126","FR0000003519","130.0"
"FR9900003718","FR0000013521","130.0"
"FR0000004014","FR0000007582","130.0"
"FR0000001188","FR0000003456","110.0"
"FR0000002318","FR0000003528","130.0"
"FR0000002446","FR0000003583","130.0"
