"source","target","sectionlength"
"DE0HSTA","DE95309","0.0"
"DE95317","DE95318","1.6"
"DE95309","DE95319","1.0"
"DE00HOR","DE95320","1.4"
"DE0HORP","DE00HOR","1.9"
"DE95320","DE95322","0.1"
"DEHO  O","DE00HOR","1.6"
"DE95320","DE000HO","1.8"
"DE0EOEL","DE0ENBM","8.9"
"DE000HL","DE0EHFD","10.3"
"DE000HH","DE0HLTA","7.0"
"DE000HM","DE0HPTH","5.5"
"DE00HOY","DE000HL","5.8"
"DE0HKHN","DE0HBKB","6.7"
"DEEBRAH","DE0EBIL","6.9"
"DE0ERDW","DE0EOEL","10.4"
"DE95346","DE0EAHL","9.6"
"DE0ENBM","DE95346","0.3"
"DE0HDED","DE0HWUN","5.0"
"DE000HS","DE0HDED","5.3"
"DE00HLH","DE0HSHG","7.2"
"DE0HHAS","DE0HRER","2.9"
"DE0HBKB","DE000HM","9.2"
"DEHOYGA","DE00HOY","2.2"
"DE0EAHL","DEEHE P","7.3"
"DE0EBIL","DE0EBWE","4.3"
"DE0EBWE","DE0EIAV","8.0"
"DE0EGLO","DE0ERDW","8.9"
"DEEHE P","DE95344","4.0"
"DE0EHFD","DEEBRAH","6.9"
"DE0EIAV","DE0EGLO","5.1"
"DE0HSHG","DE0HKHN","5.6"
"DE0HPTH","DEHOYGA","7.4"
"DE0HRER","DE00HLH","4.5"
"DE0HWUN","DE0HHAS","6.9"
"DE0HLTA","DE000HS","4.1"
"DE0HLTA","DE00HSR","2.2"
"DE95355","DE95353","2.0"
"DE95353","DE0HKUR","2.4"
"DE0HKUR","DE0HLTA","0.7"
"DE95356","DE0HHAW","1.1"
"DE95353","DE95356","0.6"
"DE95356","DE0HNHG","1.5"
"DE95359","DE0HKUR","2.0"
"DE00HHN","DE95361","1.3"
"DE95361","DE0HLEI","1.6"
"DE0HLEI","DE00HLT","2.5"
"DE000HH","DE95355","1.9"
"DE95355","DE00HHN","0.8"
"DE00HLT","DE000HS","3.1"
"DE0HLGM","DE0HLGH","1.4"
"DE000HH","DE0HVIN","7.9"
"DE0HIHG","DE0HGBW","4.4"
"DE0HVIN","DE0HLGM","2.1"
"DE0HLGH","DE0HIHG","6.1"
"DE0HGBW","DE95366","19.0"
"DE95373","DE0AROD","0.6"
"DE0HLWL","DE0HSWS","9.5"
"DE95361","DE0HLEG","1.8"
"DE0HBML","DE0HLWL","4.3"
"DE000HH","DE95361","0.1"
"DE95374","DE0HWSR","0.8"
"DE0HBSS","DE0HMDF","2.9"
"DE95370","DE0HKAW","2.6"
"DE0HMDF","DE0HBML","3.8"
"DE0HWSR","DE0HWSG","0.1"
"DE0HSWS","DE0HHOD","10.8"
