TRACK_NUM;DIRECTION;KM_I;KM_L;DESCRIPTION;UNIT_KIND;SHORTCUT;GK_R_DGN;GK_H_DGN;LAT;LONG
5102;0;104920044;49,2 + 44;Schonungen;Sp;NSGN;3593574,967;5546651,6;50,04879509;10,30545379
5102;0;105430023;54,3 + 23;Schweinfurt Stadt;St;NSST;3589104,224;5546297,514;50,04629768;10,24296599
5102;0;105550048;55,5 + 48;Schweinfurt Mitte;Sp;NSMT;3588101,069;5545598,521;50,04016401;10,22880347
5102;0;105680091;56,8 + 91;Schweinfurt Main Station;St;NS;3586898,256;5545015,003;50,03509565;10,21188451
5102;0;106350081;63,5 + 81;Bergrheinfeld;Rerout;NBR;3582961,429;5540355,548;49,99377425;10,15594021
5102;0;106820023;68,2 + 23;Waigolshausen;St;NWA;3580125,656;5537358,537;49,96722191;10,1157766
5102;0;107170083;71,7 + 83;Eßleben;Sp;NEN;3577963,208;5534602,132;49,9427307;10,085084
5102;0;107730049;77,3 + 49;Bergtheim;Sp;NBHM;3577417,038;5529727,562;49,89898399;10,07650024
5102;0;108270084;82,7 + 84;Seligenstadt (b Wuerzburg);St;NSLI;3579353,779;5524793,923;49,85438207;10,10244199
5102;0;109210053;92,1 + 53;Rottendorf;St;NRTD;3574164,396;5517781,211;49,79200636;10,02895277
5103;0;100200060;2,0 + 60;Hoeflein;Swch;NHN;3634893,79;5532809,579;49,9164951;10,87723005
5104;0;100380040;3,8 + 40;Baunach;St;NBAU;3633031,203;5540841,793;49,98908826;10,85407948
5104;0;100450046;4,5 + 46;Baunach Fluessiggas;CoPt o.S.;NBFL;3632530,993;5541338,257;49,99366064;10,84727876
5104;0;100780007;7,8 + 7;Reckendorf;Sp;NRDF;3631508,767;5544182,013;50,01944032;10,83400249
5104;0;101020086;10,2 + 86;Manndorf;Sp;NMDF;3631500,824;5546276,582;50,03826352;10,8346088
5104;0;101330050;13,3 + 50;Rentweinsdorf;Sp;NREN;3629978,294;5548660,995;50,06002358;10,81417435
5104;0;101760078;17,6 + 78;Ebern Sp;Sp;NEB;3628635,413;5552433,113;50,09421118;10,79669659
5110;0;100000000;0,0 + 0;Strullendorf;St;NSU;3641156,16;5525070,717;49,84551448;10,96155515
5110;0;100010050;0,1 + 50;Strullendorf DB-Grenze;Bp;NFFG;3641251,722;5524954,922;49,84445152;10,96284085
5113;0;100000000;0,0 + 0;Forchheim (Oberfr);St;NFO;3649364,38;5510996,662;49,71707313;11,07020662
5113;0;100330061;3,3 + 61;Pinzberg;Sp;NPI;3651358,562;5509016,97;49,69878837;11,09707462
5113;0;100450006;4,5 + 6;Gosberg;Sp;NGG;3652233,532;5509698,85;49,70469478;11,10946014
5113;0;100610012;6,1 + 12;Wiesenthau;Sp;NWIE;3653451,617;5510700,437;49,71338508;11,12672807
5113;0;100880031;8,8 + 31;Kirchehrenbach;Sp;NKIR;3654456,654;5513184,869;49,73545015;11,141636
5113;0;101220053;12,2 + 53;Pretzfeld;Sp;NPRE;3656433,435;5515669,702;49,75726491;11,17003427
5121;0;100000000;0,0 + 0;Coburg;St;NC;3639653,059;5571477,273;50,2628383;10,95756635
5121;0;100120070;1,2 + 70;Coburg Nord;Stp;NCN;3640151,323;5572456,147;50,2715154;10,96491214
5121;0;100380080;3,8 + 80;Doerfles-Esbach;Sp;NDOE;3642421,61;5573748,689;50,28258579;10,99722432
5121;0;100430070;4,3 + 70;Herzogsweg Swch;Swch;NHZW;3642905,672;5573802,894;50,28295594;11,00403215
5121;0;100630096;6,3 + 96;Roedental;St;NRTL;3644820,603;5574455,526;50,28835325;11,03113225
5121;0;100810048;8,1 + 48;Roedental Mitte;Sp;NRTM;3646202,713;5575356,408;50,29610663;11,05086165
5121;0;100900090;9,0 + 90;Moenchroeden;Sp;NMOE;3646720,998;5576108,723;50,30273708;11,0584225
5121;0;101520018;15,2 + 18;Neustadt (b Coburg);St;NNU;3651123,558;5579577,807;50,3327925;11,12156322
5122;0;100000000;0,0 + 0;Coburg;St;NC;3639620,474;5571479,223;50,26286352;10,95711035
5122;0;100190083;1,9 + 83;Coburg-Neuses;Stp;NCNS;3639146,771;5573163,169;50,27810518;10,95108915
5122;0;100600066;6,0 + 66;Wiesenfeld (b Coburg);Sp;NWDC;3636286,142;5575633,374;50,30096661;10,91186942
5122;0;100770080;7,7 + 80;Meeder;Sp;NMEE;3635916,88;5577206,936;50,31519021;10,90725508
5122;0;101220040;12,2 + 40;Großwalbur;Sp;NGRW;3631763,43;5578438,093;50,32719431;10,84940125
5122;0;101760050;17,6 + 50;Bad Rodach;St;NRC;3626644,888;5579407,715;50,33702786;10,7778798
5125;0;100000000;0,0 + 0;Weißenbrunn am Forst;Swch;NWSt;3643053,447;5565396,09;50,20738839;11,00293487
5126;0;100000000;0,0 + 0;Herzogsweg Swch;Swch;NHZW;3642905,672;5573802,894;50,28295594;11,00403215
5126;0;100140062;1,4 + 62;Esbacher See Swch;Swch;NESE;3643344,813;5574974,843;50,29337896;11,01063349
5200;0;100000000;0,0 + 0;Wuerzburg Main Station;St;NWH;3567443,938;5518787,499;49,8018436;9,93580596
5200;0;100380088;3,8 + 88;Wuerzburg-Zell;Stp;NWZ;3563754,72;5519087,039;49,80493884;9,88461484
5200;0;100680131;6,8 + 131;Veitshoechheim;St;NVE;3563113,204;5521973,823;49,8309579;9,87617261
5200;0;101270099;12,7 + 99;Thuengersheim;St;NTHM;3560463,994;5527210,124;49,87830342;9,84017051
5200;0;101650005;16,5 + 5;Retzbach-Zellingen;St;NREZ;3558562,541;5530201,936;49,90538773;9,81417107
5200;0;101860038;18,6 + 38;Himmelstadt;Sp;NHIS;3558114,182;5532233,222;49,92369209;9,80823545
5200;0;102430075;24,3 + 75;Karlstadt (Main);St;NKA;3555196,897;5536567,43;49,96293162;9,76823293
5200;0;103400092;34,0 + 92;Wernfeld (Hp);Sp;NWFH;3552060,369;5543564,684;50,02611664;9,72546802
5200;0;103770097;37,7 + 97;Gemuenden (Main);St;NGM;3550205,97;5546191,804;50,0498927;9,69993431
5200;0;104090049;40,9 + 49;Langenprozelten;St;NLP;3547433,918;5547462,963;50,06154711;9,66138969
5200;0;104670080;46,7 + 80;Nantenbach;Swch;NNAN;3545490,531;5543570,39;50,02670485;9,63378963
5200;0;105140032;51,4 + 32;Lohr Bahnhof;St;NLO;3541704,573;5541044,203;50,00427093;9,58068331
5200;0;105780015;57,8 + 15;Partenstein;St;NPAR;3537700,655;5544765,448;50,03799127;9,52519924
5200;0;106540054;65,4 + 54;Wiesthal;St;NWI;3531678,181;5542388,518;50,01697221;9,44093921
5200;0;107030091;70,3 + 91;Heigenbruecken;Sp;NHEI;3527381,517;5542974,457;50,02245226;9,3810318
5200;0;107870088;78,7 + 88;Laufach;St;NLA;3519978,455;5541630,534;50,01066312;9,27765839
5200;0;108260048;82,6 + 48;Hoesbach;Sp;NHOE;3516491,905;5540402,035;49,9997246;9,22896559
5200;0;108650000;86,5 + 0;Aschaffenburg-Goldbach;Stp Swch;NAH G;3512949,64;5539313,942;49,99002912;9,17952262
5200;0;108930026;89,3 + 26;Aschaffenburg Main Station;St;NAH;3510391,849;5538261,938;49,9806208;9,14382614
5201;0;100000000;0,0 + 0;Wuerzburg Main Station;St;NWH;3567461,773;5518881,261;49,80268448;9,93606992
5201;0;100510015;5,1 + 15;Wuerzburg RSt;St;NWR;3563288,239;5520230,789;49,81527012;9,87832142
5201;0;100690012;6,9 + 12;Veitshoechheim;St;NVE;3563129,637;5521975,765;49,83097363;9,87640131
5209;0;109450084;94,5 + 84;Wuerzburg Main Station;St;NWH;3567453,377;5518836,026;49,80227877;9,93594547
5210;0;100220075;2,2 + 75;Kleingemuenden;Sp;NKGM;3549332,463;5547641,14;50,06299478;9,68792527
5210;0;100890075;8,9 + 75;Wolfsmuenster;Sp;NWM;3552630,932;5551221,483;50,0948986;9,73448006
5210;0;101220000;12,2 + 0;Graefendorf;St;NG;3552727,757;5553774,472;50,11784034;9,73618484
5210;0;101580059;15,8 + 59;Michelaubrueck;Sp;NMIK;3555001,902;5553670,513;50,11669986;9,76796438
5210;0;101780000;17,8 + 0;Weickersgrueben;Sp;NWGR;3555979,547;5552549,488;50,10653123;9,78146828
5210;0;101980097;19,8 + 97;Morlesau;Sp;NMOU;3557205,914;5553739,61;50,11711312;9,79878773
5210;0;102400049;24,0 + 49;Diebach;Sp;NDIE;3560024,666;5555061,116;50,1287148;9,83840252
5210;0;102740073;27,4 + 73;Hammelburg;St;NHG;3563246,054;5554123,103;50,1199488;9,88329401
5210;0;102890067;28,9 + 67;Hammelburg Ost;Sp;NHGO;3564606,901;5553692,241;50,11592941;9,90224719
5210;0;103180018;31,8 + 18;Westheim-Langendorf;Sp;NWL;3566767,74;5554823,335;50,12585827;9,93265262
5210;0;103240021;32,4 + 21;Westheim Anschluss F+B;Rerout;NWFB;3567330,277;5554943,537;50,12687533;9,9405395
5210;0;103520044;35,2 + 44;Elfershausen-Trimberg;St;NELF;3569352,459;5556482,903;50,14048021;9,96909462
5210;0;103980030;39,8 + 30;Euerdorf;Sp;NEU;3573542,252;5557570,818;50,14975546;10,02790469
5210;0;104690046;46,9 + 46;Bad Kissingen;St;NBKI;3577176,338;5562276,212;50,19158941;10,07969445
5212;0;100000000;0,0 + 0;Gemuenden Zollberg;Stp Swch;NZG;3548828,068;5547571,371;50,06240911;9,68087244
5213;0;100180052;1,8 + 52;Lohr Stadt;CoPt;NLOS;3541068,47;5539722,132;49,99242951;9,57166973
5214;0;100300061;3,0 + 61;Burgsinn Bbf.;St;NBNB;3547307,581;5554363,652;50,12359262;9,6604776
5215;0;100000000;0,0 + 0;Burgsinn Bbf.;St;NBNB;3547307,581;5554363,652;50,12359262;9,6604776
5215;0;100160088;1,6 + 88;Rieneck Sinnberg;Swch;NSB;3547736,255;5552734,874;50,10891615;9,66626844
5216;0;100000000;0,0 + 0;Nantenbach;Swch;NNAN;3545490,531;5543570,39;50,02670485;9,63378963
5220;0;99999973;-0,0 + -26;Aschaffenburg Main Station;St;NAH;3510390,858;5538232,037;49,98035199;9,14381153
5220;0;100170010;1,7 + 10;Aschaffenburg-Hochschule;Sp;NAHF;3511574,457;5537545,564;49,97415864;9,16029294
5220;0;100260032;2,6 + 32;Aschaffenburg Sued;St;NASU;3510980,929;5536880,002;49,96818603;9,15200009
5220;0;100720092;7,2 + 92;Aschaffenburg-Obernau;Sp;NOBN;3509858,946;5533108,788;49,93430021;9,13626547
5220;0;100920089;9,2 + 89;Sulzbach am Main;Sp;NSUZ;3510601,841;5531285,622;49,91789628;9,14656344
5220;0;101450034;14,5 + 34;Kleinwallstadt;St;NKT;3512158,761;5526482,726;49,87468587;9,16809212
5220;0;101840072;18,4 + 72;Obernburg-Elsenfeld;St;NOE;3511172,589;5522691,472;49,840619;9,15426423
5220;0;101980043;19,8 + 43;Glanzstoffwerke;Sp;NGLW;3511033,046;5521333,616;49,82841347;9,15228598
5220;0;102250007;22,5 + 7;Erlenbach am Main;Sp;NERL;3511202,587;5518676,609;49,80452188;9,15456622
5220;0;102380044;23,8 + 44;Woerth am Main;Sp;NWOE;3511338,789;5517474,568;49,79371206;9,15642346
5220;0;102590041;25,9 + 41;Klingenberg am Main;St;NKM;3512794,951;5516078,482;49,7811311;9,1766017
5220;0;103030090;30,3 + 90;Laudenbach am Main;Sp;NLK;3513000,145;5511729,158;49,74202274;9,17930653
5220;0;103340073;33,4 + 73;Kleinheubach;St;NKLH;3515035,029;5509441,418;49,72140688;9,20745021
5220;0;103450078;34,5 + 78;Josera;CoPt o.S.;NJO;3515854,338;5508699,999;49,71471997;9,21878228
5222;0;100000000;0,0 + 0;Aschaffenburg Sued;St;NASU;3510977,453;5536889,263;49,96826936;9,1519519
5222;0;100260094;2,6 + 94;Aschaffenburg-Nilkheim DB-Grenze;Bp;NANG;3509135,874;5535034,567;49,95162544;9,12623912
5223;0;103950000;39,5 + 0;Miltenberg-Breitendiel;Sp;NBRE;3516312,831;5506108,424;49,69140724;9,22503205
5223;0;104220049;42,2 + 49;Weilbach in Unterfranken;Sp;NWE;3515464,151;5503596,96;49,66884911;9,21317122
5223;0;104530027;45,3 + 27;Amorbach;St;NAMB;3516139,271;5501051,232;49,64594298;9,22241922
5223;0;104760000;47,6 + 0;Schneeberg im Odenwald;Sp;NSCB;3518270,284;5500529,729;49,64119373;9,25190175
5223;0;104930081;49,3 + 81;Schneeberg Streckenwechsel 5223/4124;Trch;YFRSR;3519765,257;5499864,189;49,63516301;9,27256619
5224;0;100150077;1,5 + 77;Miltenberg;St;NM;3518005,631;5507772,455;49,70632037;9,24856929
5224;0;100920092;9,2 + 92;Freudenberg-Kirschfurt;Sp;NFM;3523003,076;5511963,995;49,74383619;9,31809712
5224;0;101350029;13,5 + 29;Collenberg;Sp;NRF;3523818,922;5514991,684;49,77102566;9,32960069
5224;0;101780094;17,8 + 94;Dorfprozelten;Sp;NDP;3527638,471;5515914,681;49,77916104;9,38268813
5224;0;102040034;20,4 + 34;Stadtprozelten;St;NSPO;3529707,095;5516467,007;49,78402836;9,41145104
5224;0;102280008;22,8 + 8;Faulbach (Main);Sp;NFCH;3531575,655;5516832,382;49,78721826;9,43742629
5224;0;102590028;25,9 + 28;Gruenenwoert;St o.S.;NGRN;3533618,385;5515363,489;49,77390158;9,46566554
5224;0;102810050;28,1 + 50;Hasloch am Main;Sp;NHCH;3534794,122;5517091,204;49,78936787;9,48214171
5224;0;102920050;29,2 + 50;Wertheim Mainhafen;Rerout;TWMH;3535635,519;5516748,556;49,7862381;9,4937947
5224;0;102970003;29,7 + 3;Wertheim-Bestenheid;Sp;TWTB;3536079,466;5516745,589;49,78618499;9,49995902
5224;0;103040033;30,4 + 33;Wertheim Mainmuehle;AwCoPt o.S.;TWMM;3536611,537;5516321,196;49,78233738;9,50730744
5224;0;103280002;32,8 + 2;Wertheim;St;TWT;3537050,445;5514046,493;49,76185986;9,51318557
5227;0;100000000;0,0 + 0;Mainaschaff Swch;Swch;FMAA;3505938,538;5538465,574;49,98251195;9,08174002
5227;0;100110004;1,1 + 4;Mainaschaff Steinerts;Swch;FSTE;3506291,904;5539112,119;49,98832114;9,08667738
5228;0;100290012;2,9 + 12;Aschaffenburg Main Station;St;NAH;3510393,458;5538282,837;49,98080867;9,14384914
5230;0;100000000;0,0 + 0;Waigolshausen;St;NWA;3580115,31;5537366,416;49,96729412;10,11563405
5230;0;100550042;5,5 + 42;Muehlhausen (Wern);St;NMHW;3575147,87;5536514,592;49,96028218;10,04624162
5230;0;101160070;11,6 + 70;Arnstein (Unterfr);St;NARN;3569497,932;5537884,278;49,97327804;9,96776027
5230;0;102110086;21,1 + 86;Thuengen (Unterfr);St;NT;3561417,397;5534059,904;49,93978355;9,85452087
5230;0;102820011;28,2 + 11;Eußenheim;St;NEM;3558424,989;5539042,121;49,98487151;9,81359398
5230;0;103660064;36,6 + 64;Wernfeld;St;NWFD;3552419,401;5544060,04;50,03053832;9,73054562
5231;0;104790047;47,9 + 47;Schweinfurt-Sennfeld;St;NSSE;3588905,916;5545428,744;50,03851851;10,2399968
5231;0;105000072;50,0 + 72;Schweinfurt Main Station;St;NS;3586904,961;5544996,867;50,03493166;10,21197398
5233;0;100000000;0,0 + 0;Ebenhausen (Unterfr);St;NEBH;3581442,174;5555605,753;50,13106174;10,1379955
5233;0;100140080;1,4 + 80;Oerlenbach;Sp;NOER;3580899,918;5556978,237;50,14347241;10,13070378
5240;0;100000095;0,0 + 95;Schweinfurt Main Station;St;NS;3586889,874;5545035,046;50,03527702;10,21177208
5240;0;100650027;6,5 + 27;Oberwerrn;St;NOBW;3582607,736;5549030,884;50,07180259;10,15287427
5240;0;101000066;10,0 + 66;Poppenhausen;Sp;NPOP;3581545,624;5552215,551;50,10057461;10,13871899
5240;0;101360076;13,6 + 76;Ebenhausen (Unterfr);St;NEBH;3581451,819;5555607,044;50,13107202;10,13813064
5240;0;101830070;18,3 + 70;Rottershausen;Sp;NRHN;3583401,435;5559548,061;50,16622504;10,16625355
5240;0;102890000;28,9 + 0;Muennerstadt;St;NMUE;3584857,887;5568893,56;50,25001813;10,18871904
5240;0;103160055;31,6 + 55;Burglauer;Sp;NBUR;3584518,982;5571520,325;50,27367642;10,18455385
5240;0;103870057;38,7 + 57;Bad Neustadt (Saale);St;NBNE;3587389,403;5577643,824;50,32829695;10,22622446
5240;0;105200057;52,0 + 57;Mellrichstadt Bahnhof;St;NME;3592930,855;5588437,849;50,42446239;10,30669015
5240;0;106310070;63,1 + 70;Rentwertshausen;St;URH;3601796,501;5592017,584;50,45516571;10,43238223
5240;0;106500027;65,0 + 27;Bibra;Sp;UBA;3602620,562;5593547,943;50,46877553;10,44440131
5240;0;106770011;67,7 + 11;Woelfershausen;Sp;UWLH;3602014,663;5596064,448;50,49149674;10,43655522
5240;0;107050017;70,5 + 17;Ritschenhausen;St;URI;3601460,635;5598422,384;50,51278338;10,42938987
5250;0;100000000;0,0 + 0;Steinach (b Rothenburg o d Tauber);St;NSTN;3592415,794;5480372,262;49,45321568;10,27357483
5250;0;100300006;3,0 + 6;Burgbernheim Stadt;Rerout;NBUS;3595088,919;5480445,21;49,4534596;10,31045077
5250;0;100370017;3,7 + 17;Burgbernheim;Sp;NBUM;3595791,701;5480553,087;49,45431908;10,32016713
5250;0;100630059;6,3 + 59;Ottenhofen-Bergel;Sp;NOBE;3598393,784;5480768,235;49,45583783;10,35609952
5250;0;100970099;9,7 + 99;Illesheim;Sp Rerout;NILL;3600268,964;5483459,098;49,47971908;10,38263674
5250;0;101240081;12,4 + 81;Bad Windsheim Getrag;CoPt o.S.;NGTR;3602109,926;5485373,324;49,49661882;10,4085272
5250;0;101370039;13,7 + 39;Bad Windsheim;St;NBWI;3602413,571;5486491,913;49,50662219;10,41300708
5251;0;100000000;0,0 + 0;Steinach (b Rothenburg o d Tauber);St;NSTN;3592388,08;5480368,021;49,45318177;10,2731917
5251;0;100270014;2,7 + 14;Steinach (b Rothenburg o d Tauber)Gyproc;Rerout;NGYP;3590861,412;5478620,838;49,43770583;10,25174087
5251;0;100510078;5,1 + 78;Hartershofen;Sp;NHAR;3590215,318;5476277,555;49,41673751;10,24230273
5251;0;100730009;7,3 + 9;Schweinsdorf;Sp;NSWF;3589147,519;5474487,116;49,40079978;10,22718854
5251;0;101100092;11,0 + 92;Rothenburg ob der Tauber;St;NROT;3586538,101;5471759,294;49,37665398;10,19065255
5253;0;100000000;0,0 + 0;Wicklesgreuth;St;NWK;3624534,485;5465143,439;49,31062263;10,71162082
5253;0;100280044;2,8 + 44;Petersaurach;Sp;NPET;3626996,943;5464436,057;49,30375868;10,7452449
5253;0;100660070;6,6 + 70;Neuendettelsau;Sp;NNDU;3629754,509;5462149,035;49,28262592;10,78240265
5253;0;101170073;11,7 + 73;Windsbach;Sp;NWIN;3632992,731;5458561,252;49,2496873;10,82569738
5300;0;100000000;0,0 + 0;Augsburg Main Station;St;MA;3639795,349;5360323,969;48,36527638;10,88567244
5300;0;100190079;1,9 + 79;Augsburg-Oberhausen;Stp;MAOB;3638778,855;5362022,479;48,38076697;10,87252123
5300;0;100670051;6,7 + 51;Gersthofen;St;MGHF;3637825,844;5366698,38;48,42300373;10,86119562
5300;0;101130009;11,3 + 9;Gablingen;St;MGAL;3636944,595;5371171,349;48,46339974;10,85075574
5300;0;101430031;14,3 + 31;Langweid (Lech);Sp;MLAW;3636665,813;5374173,583;48,49044493;10,84796819
5300;0;101640039;16,4 + 39;Meitingen Stahlwerk;Stp;MSTW;3636617,064;5376281,252;48,50939956;10,84799771
5300;0;101860082;18,6 + 82;Herbertshofen;Sp;MHEH;3636565,305;5378524,003;48,52956892;10,84803092
5300;0;102050000;20,5 + 0;Meitingen;St;MMEI;3636523,359;5380341,801;48,54591657;10,84805811
5300;0;102340011;23,4 + 11;Westendorf;Sp;MWDF;3636108,235;5383211,628;48,57180091;10,84337594
5300;0;102580062;25,8 + 62;Nordendorf;Sp;MNOD;3635602,334;5385606,703;48,59343755;10,83730448
5300;0;103340039;33,4 + 39;Mertingen Bahnhof;St;MMTG;3634527,476;5393037,625;48,66045874;10,82514829
5300;0;103580048;35,8 + 48;Baeumenheim;Sp;MBHM;3633388,636;5395160,749;48,6797854;10,81038059
5300;0;104070098;40,7 + 98;Donauwoerth;St;MDT;3630441,608;5398895,405;48,71397517;10,77155806
5300;0;104620035;46,2 + 35;Woernitzstein;St;MWNS;3626194,448;5400813,683;48,73209032;10,71445629
5300;0;104900073;49,0 + 73;Ebermergen;Sp;MEBM;3625870,431;5403528,497;48,7565577;10,71088199
5300;0;105170034;51,7 + 34;Harburg (Schwab);St;MHRG;3624899,135;5405983,406;48,77881888;10,69842205
5300;0;105690032;56,9 + 32;Hoppingen;Sp;MHOP;3621516,148;5408687,765;48,80379639;10,65320994
5300;0;106110099;61,1 + 99;Moettingen;St;MMTN;3617441,025;5408935,027;48,80680117;10,59782732
5300;0;107010037;70,1 + 37;Noerdlingen;St;MNL;3610007,368;5413670,484;48,85072758;10,49793017
5302;0;100000000;0,0 + 0;Augsburg Main Station;St;MA;3639820,538;5360339,091;48,36540672;10,88601722
5302;0;100190079;1,9 + 79;Augsburg-Oberhausen;Stp;MAOB;3638793,284;5362029,321;48,3808253;10,87271817
5302;0;100440038;4,4 + 38;Augsburg Hirblinger Straße;Stp;MAHI;3637663,271;5363898,266;48,39787115;10,85808275
5302;0;100630020;6,3 + 20;Neusaeß;Sp;MNES;3635834,953;5363453,267;48,39426734;10,83326124
5302;0;100780049;7,8 + 49;Westheim (Schwab);St;MWHS;3634753,015;5362515,656;48,38607147;10,81835826
5302;0;101230013;12,3 + 13;Diedorf (Schwab);Sp;MDID;3631799,948;5359161,102;48,35654152;10,77745718
5302;0;101650076;16,5 + 76;Gessertshausen;St;MGHN;3628536,844;5356554,828;48,33378564;10,7326522
5302;0;101930083;19,3 + 83;Kutzenhausen;Sp;MKUN;3625807,145;5356603,86;48,334775;10,69586617
5302;0;102770089;27,7 + 89;Dinkelscherben;St;MDKS;3617687,667;5357307,235;48,34266035;10,58659173
5302;0;103760091;37,6 + 91;Freihalden;Sp;MFHD;3611350,224;5361842,405;48,38457859;10,50232925
5302;0;103820043;38,2 + 43;Freihalden Cro;Cro;MFHU;3610936,784;5362208,363;48,38794127;10,49684581
5302;0;104230075;42,3 + 75;Jettingen;Sp;MJET;3607199,249;5363324,714;48,39862281;10,44668305
5302;0;104560072;45,6 + 72;Burgau (Schwab);St;MBGU;3605690,968;5366196,293;48,4246931;10,42704291
5302;0;104940024;49,4 + 24;Mindelaltheim;Sp;MMAH;3604211,833;5369644,145;48,4559361;10,40792003
5302;0;105310061;53,1 + 61;Offingen;Sp Rerout;MOFF;3601799,604;5372480,893;48,4818336;10,37600596
5302;0;105580077;55,8 + 77;Neuoffingen;St;MNFG;3599513,242;5372559,902;48,48290946;10,3451063
5302;0;106140020;61,4 + 20;Guenzburg;St;MGZB;3594641,297;5369975,325;48,46042371;10,27863604
5302;0;106650014;66,5 + 14;Leipheim;Sp;MLEH;3589954,462;5368739,676;48,4500007;10,21501448
5302;0;107090055;70,9 + 55;Unterfahlheim;St;MUFH;3585959,328;5366928,571;48,4342744;10,16064728
5302;0;107410073;74,1 + 73;Nersingen;St;MNSG;3582806,956;5366418,915;48,43011373;10,11795344
5302;0;108360043;83,6 + 43;Neu-Ulm;St;MNM;3574547,128;5362232,669;48,39350293;10,00561368
5304;0;100000000;0,0 + 0;Augsburg Main Station;St;MA;3639785,498;5360318,411;48,3652286;10,88553772
5304;0;100120093;1,2 + 93;Augsburg Morellstraße;Stp;MAMS;3640371,538;5359202,868;48,35507207;10,89307083
5304;0;100320006;3,2 + 6;Augsburg Messe;Sp;MAGM;3639898,53;5357367,496;48,33868022;10,8860829
5304;0;100650001;6,5 + 1;Inningen;St;MINI;3638699,863;5354297,733;48,31135215;10,86891423
5304;0;101200010;12,0 + 10;Bobingen;St;MBOB;3636512,876;5349242,84;48,26639134;10,83781382
5304;0;101810080;18,1 + 80;Großaitingen;Rerout;MGRO;3633751,961;5343721,929;48,21735323;10,7989019
5304;0;102300075;23,0 + 75;Schwabmuenchen;St;MSMN;3631563,52;5339342,734;48,17844552;10,76811088
5304;0;102910070;29,1 + 70;Westerringen Malteurop;Rerout;MGL;3629306,535;5333739,552;48,1285399;10,7360754
5304;0;103980096;39,8 + 96;Buchloe;St;MBU;3628059,568;5323167,05;48,03375077;10,71616651
5305;0;100000000;0,0 + 0;Augsburg Main Station;St;MA;3639745,637;5360291,711;48,36499743;10,88499119
5305;0;100190079;1,9 + 79;Augsburg-Oberhausen;Stp;MAOB;3638763,257;5362006,939;48,38063072;10,87230564
5305;0;100440018;4,4 + 18;Augsburg Hirblinger Straße;Stp;MAHI;3637718,826;5363917,472;48,39803166;10,85883889
5306;0;100000000;0,0 + 0;Augsburg Main Station;St;MA;3639782,186;5360315,959;48,36520729;10,88549223
5307;0;101640039;16,4 + 39;Meitingen Stahlwerk;Stp;MSTW;3636617,064;5376281,252;48,50939956;10,84799771
5307;0;101680046;16,8 + 46;Herbertshofen Sued;St;MHEB;3636622,299;5376687,973;48,51305409;10,84820152
5310;0;100000000;0,0 + 0;Donauwoerth;St;MDT;3630437,032;5398902,303;48,71403813;10,77149809
5310;0;101130044;11,3 + 44;Muendling;St;MMDL;3629507,594;5407920,709;48,7952907;10,76170687
5310;0;101690040;16,9 + 40;Fuenfstetten;AwCoPt o.S.;MFST;3631184,6;5413032,47;48,84088396;10,78615343
5310;0;102220083;22,2 + 83;Otting-Weilheim;St;MOTW;3633484,658;5417536,218;48,88087283;10,81893855
5310;0;103450046;34,5 + 46;Treuchtlingen;St;MTL;3639791,719;5426623,762;48,96115614;10,9079921
5320;0;100000000;0,0 + 0;Treuchtlingen;St;MTL;3639807,184;5426620,941;48,96112729;10,9082022
5320;0;100880000;8,8 + 0;Weißenburg (Bay);St;NWG;3643797,127;5434350,053;49,02967307;10,96538854
5320;0;101310007;13,1 + 7;Ellingen (Bay);Sp;NEL;3643280,571;5438416,493;49,06633707;10,95976521
5320;0;101810030;18,1 + 30;Pleinfeld;St;NPLF;3644457,632;5442885,511;49,10622359;10,97745815
5320;0;102390072;23,9 + 72;Muehlstetten;Sp;NMST;3646537,151;5447940,323;49,15115653;11,00775525
5320;0;102770099;27,7 + 99;Georgensgmuend;St;NGE;3647099,217;5451612,781;49,18402383;11,01679582
5320;0;103220082;32,2 + 82;Unterheckenhofen;Sp;NUT;3649839,385;5454940,972;49,21326844;11,05559864
5320;0;103610098;36,1 + 98;Roth;St;NRO;3651723,791;5458097,746;49,24117136;11,08263794
5320;0;104670063;46,7 + 63;Schwabach;St;NSC;3648023,22;5467412,532;49,32577824;11,03529408
5320;0;105340007;53,4 + 7;Nuremberg-Reichelsdorf;St;NNRF;3648089,973;5473671,213;49,38200137;11,03853558
5320;0;105660016;56,6 + 16;Nuremberg-Eibach;St;NNEI;3648699,602;5476817,281;49,41012263;11,04810179
5320;0;106180012;61,8 + 12;Nuremberg Main Station;St;NN;3651071,16;5480806,978;49,44538849;11,08227783
5321;0;100000000;0,0 + 0;Treuchtlingen;St;MTL;3639791,719;5426623,762;48,96115614;10,9079921
5321;0;101510082;15,1 + 82;Windsfeld-Dittenheim;St;NWD;3631414,789;5438522,901;49,06993595;10,79750311
5321;0;102360084;23,6 + 84;Gunzenhausen;St;NGUN;3628162,851;5444062,219;49,120406;10,75477376
5321;0;102960030;29,6 + 30;Muhr am See;Sp;NMS;3625572,959;5447781,243;49,15436551;10,72046637
5321;0;103550077;35,5 + 77;Triesdorf;St;NTF;3622510,209;5452817,534;49,20024909;10,68002937
5321;0;104320009;43,2 + 9;Ansbach Stadt;Rerout;NANS;3618376,752;5458566,896;49,25273578;10,6250291
