TRACK_NUM;DIRECTION;KM_I;KM_L;DESCRIPTION;UNIT_KIND;SHORTCUT;GK_R_DGN;GK_H_DGN;LAT;LONG
2550;0;129290007;292,9 + 7;Warburg (Westf);St;HWAR;3511451,989;5706497,319;51,49292224;9,16379859
2550;0;130120055;301,2 + 55;Liebenau (Bz Kassel);Sp;FLIB;3519096,583;5706399,464;51,49183734;9,27386411
2550;0;130670050;306,7 + 50;Lamerden;St;FLR;3522894,741;5710124,714;51,52517949;9,32879123
2550;0;131310024;313,1 + 24;Hofgeismar-Huemme;St;FHMM;3527969,386;5712131,862;51,54299183;9,40206813
2550;0;131850099;318,5 + 99;Hofgeismar;St;FHFG;3527538,285;5707250,66;51,49914108;9,39547401
2550;0;132450092;324,5 + 92;Grebenstein;St;FGSN;3529263,219;5701541,078;51,44773714;9,41984211
2550;0;132910065;329,1 + 65;Immenhausen;Sp;FIM;3532372,975;5699240,845;51,426894;9,46436309
2550;0;133350003;333,5 + 3;Espenau-Moenchehof;St;FMHF;3531811,695;5695204,535;51,39064723;9,45593237
2550;0;133760058;337,6 + 58;Vellmar-Obervellmar;St;FOV;3531619,25;5691725,6;51,359389;9,45285907
2550;0;133840050;338,4 + 50;Vellmar Osterberg/EKZ;Stp;FVOE;3532172,845;5691157,635;51,35425308;9,46075542
2550;0;134030080;340,3 + 80;Kassel Jungfernkopf;Stp;FKJK;3532340,983;5689455,147;51,33894141;9,46301475
2550;0;134140042;341,4 + 42;Kassel-Harleshausen;Sp;FKH;3531588,562;5688721,362;51,33238822;9,45215269
2550;0;134230050;342,3 + 50;Kassel-Kirchditmold;Sp;FKKD;3531595,683;5687843,755;51,32449976;9,45217728
2550;0;134510082;345,1 + 82;Kassel Main Station;St;FK;3534222,421;5687136,244;51,31798904;9,48979099
2552;0;100000033;0,0 + 33;Aachen West;St;KAW;3293517,337;5631304,474;50,78036642;6,07100906
2552;0;100440070;4,4 + 70;Aachen-Gemmenich;Cro;KAG;3290732,146;5628791,051;50,75680502;6,03300022
2552;0;100530080;5,3 + 80;Aachen West Border;Bp;KXAW;3289891,745;5628440,992;50,75335903;6,02130613
2580;0;102110094;21,1 + 94;Bedburg (Erft);St;KBE;3329649,363;5653056,585;50,98746038;6,57268294
2580;0;102110094;21,1 + 94;Bedburg (Erft);St;KBE;3329649,363;5653056,585;50,98746038;6,57268294
2580;0;102850052;28,5 + 52;Frimmersdorf;Sp;KFRI;3329428,112;5659547,776;51,04569105;6,56648353
2580;0;103120000;31,2 + 0;Gustorf;St;KGUS;3329741,661;5661905,505;51,06695824;6,56984181
2580;0;103420022;34,2 + 22;Grevenbroich;St;KGRB;3330567,335;5664805,635;51,09324793;6,58025135
2580;0;103930057;39,3 + 57;Kapellen-Wevelinghoven;Sp;KKAW;3333634,413;5668844,939;51,13042264;6,6221313
2580;0;104430066;44,3 + 66;Holzheim (b Neuss);St;KHOZ;3336729,389;5672663,425;51,16560774;6,66457684
2580;0;104690046;46,9 + 46;Neuss Nordkanal;Swch;KNOK;3337781,951;5675019,298;51,18706587;6,67854951
2580;0;104900012;49,0 + 12;Neuss Main Station;St;KN;3338275,247;5676896,598;51,2040662;6,68475409
2581;0;100020036;0,2 + 36;Bedburg (Erft);St;KBE;3329658,75;5653057,02;50,98746706;6,57281631
2581;0;100240077;2,4 + 77;Glesch;Sp;KGL;3330777,891;5651213,469;50,97124007;6,58959854
2581;0;100400099;4,0 + 99;Paffendorf;Sp;KPFF;3331963,581;5650111,042;50,96168602;6,60697318
2581;0;100430040;4,3 + 40;Paffendorf RWE;CoPt;KBHR;3332131,036;5649937,652;50,96017757;6,60943459
2581;0;100610011;6,1 + 11;Zieverich;Sp;KZI;3333233,999;5648689,504;50,94928775;6,62569155
2581;0;100760040;7,6 + 40;Bergheim (Erft);St;KBEE;3334685,862;5648918,263;50,9517604;6,64623028
2581;0;100970000;9,7 + 0;Bergheim Streckenwechsel 2581/2601;Trch;KMAW;3336459,955;5648026,618;50,94425793;6,67185638
2585;0;102810090;28,1 + 90;Euskirchen DB-Grenze (Plang);Bp;KEUG;;;;0
2600;0;99999997;-0,0 + -2;Cologne Main Station;St;KK;3356657,352;5647276,281;50,94289179;6,95933794
2600;0;100370080;3,7 + 80;Cologne-Ehrenfeld;St;KKER;3353722,337;5648334,593;50,95166171;6,91718069
2600;0;100960020;9,6 + 20;Cologne-Loevenich;St;KLOV;3347935,829;5647545,868;50,94307977;6,83522144
2600;0;101880000;18,8 + 0;Horrem;St;KHR;3339277,501;5644829,272;50,91633184;6,71332294
2600;0;102240001;22,4 + 1;Sindorf Rerout;Rerout;KSID;3336155,519;5643032,668;50,8993178;6,66977109
2600;0;102600000;26,0 + 0;Dorsfeld;St;KDOS;3333022,311;5641259,647;50,88249644;6,62608118
2600;0;103010026;30,1 + 26;Buir (ehemals);St;KBUI;3329431,14;5639225,44;50,8631785;6,57604548
2600;0;103910095;39,1 + 95;Dueren;St;KDN;3322626,428;5633470,988;50,80945409;6,48226856
2600;0;104220000;42,2 + 0;Dueren Hubertushof;Rerout;KHUB;3320013,198;5632462,451;50,79959144;6,44572419
2600;0;104430050;44,3 + 50;Derichsweiler;St o.S.;KDEW;3317983,114;5633170,907;50,80531965;6,41660654
2600;0;104890024;48,9 + 24;Langerwehe;St;KLAW;3313668,942;5634694,732;50,81763233;6,35469593
2600;0;105400092;54,0 + 92;Nothberg;Sp;KNOT;3308988,576;5633667,043;50,80688052;6,2888899
2600;0;105680060;56,8 + 60;Eschweiler Main Station;St;KE;3306411,534;5634503,727;50,81353807;6,25193087
2600;0;106020090;60,2 + 90;Stolberg (Rheinl) Main Station;St;KST;3303959,669;5632518,947;50,79489322;6,21824203
2600;0;106490030;64,9 + 30;Eilendorf;Sp;KEIL;3299429,271;5631650,972;50,7855512;6,15453904
2600;0;106810060;68,1 + 60;Aachen-Rothe Erde;St;KARE;3296678,646;5630053,681;50,77025336;6,11646632
2600;0;107020000;70,2 + 0;Aachen Main Station;St;KA;3294883,435;5629821,417;50,76753654;6,09118016
2600;0;107260051;72,6 + 51;Aachen Sued;Cro;KAS;3293418,629;5627883,437;50,74961877;6,07153083
2600;0;107690060;76,9 + 60;Aachen Sued Border;Bp;KXA;3291145,323;5624505,255;50,71847872;6,04127512
2601;0;101550060;15,5 + 60;Horrem;St;KHR;3339270,376;5644916,923;50,91711713;6,7131831
2601;0;101860090;18,6 + 90;Quadrath-Ichendorf;Sp Rerout;KQ;3337438,754;5647282,654;50,9378526;6,68610369
2601;0;102000003;20,0 + 3;Bergheim Streckenwechsel 2581/2601;Trch;KMAW;3336459,955;5648026,618;50,94425793;6,67185638
2601;0;103250040;32,5 + 40;Rommerskirchen DB-Grenze;Bp;KROG;;;;0
2601;0;103330086;33,3 + 86;Rommerskirchen;St;KROM;3338807,601;5658581,361;51,03971864;6,70055058
2608;0;100000000;0,0 + 0;Cologne Main Station;St;KK;3356623,044;5647254,472;50,94268734;6,95885869
2610;0;100230023;2,3 + 23;Cologne-Nippes Streckenwechsel 2618/2610;Trch;YKKEZ;3355460,23;5649110,944;50,95907416;6,94158798
2610;0;100300085;3,0 + 85;Cologne Etzelstraße;Swch;KKEZ;3355503,989;5649792,858;50,9652109;6,94193967
2610;0;100340058;3,4 + 58;Cologne Geldernstr/Parkguertel;Sp;KKP;3355474,733;5650165,394;50,96855012;6,9413755
2610;0;100770092;7,7 + 92;Cologne-Longerich;St;KKL;3352774,811;5653493,671;50,99776428;6,90161726
2610;0;101480020;14,8 + 20;Cologne-Worringen;St;KKWO;3349452,127;5659662,759;51,0523192;6,85175812
2610;0;101770031;17,7 + 31;Dormagen Chempark (Suedbahnsteig);Sp;KDBW;3348577,295;5662438,662;51,07702366;6,83812882
2610;0;102080003;20,8 + 3;Dormagen;St;KDO;3346988,017;5665022,536;51,09981124;6,81437342
2610;0;102420084;24,2 + 84;Nievenheim;St;KNIV;3344812,873;5667740,875;51,12364302;6,7821748
2610;0;102700064;27,0 + 64;Neuss Allerheiligen;Sp;KNAL;3343074,624;5669910,891;51,1426604;6,75642063
2610;0;102980016;29,8 + 16;Norf;St;KNO;3341314,606;5672024,653;51,16116049;6,73035906
2610;0;103370036;33,7 + 36;Neuss Sued;Sp;KNSD;3338595,628;5674849,082;51,18576737;6,69025462
2610;0;103610066;36,1 + 66;Neuss Main Station;St;KN;3338248,678;5676894,758;51,20404216;6,68437507
2610;0;103701605;37,0 + 1605;Weißenberg;Swch;KWEB;3337761,025;5679002,258;51,22283183;6,67645029
2610;0;104310053;43,1 + 53;Meerbusch-Osterath;St;KMBO;3334392,425;5684267,356;51,26914993;6,62583775
2610;0;104910079;49,1 + 79;Krefeld Lohbruch;Swch;KLOC;3334330,391;5690202,637;51,32243517;6,62219612
2610;0;105050003;50,5 + 3;Krefeld-Oppum;Sp;KKRO;3333577,479;5691031,7;51,32966097;6,61101778
2610;0;105350057;53,5 + 57;Krefeld Main Station;St;KKR;3330699,254;5690670,437;51,32556748;6,56993108
2610;0;105890073;58,9 + 73;Benrad-St Toenis;St o.S.;KBET;3325869,979;5692686,063;51,34221018;6,49972975
2610;0;106490055;64,9 + 55;Kempen (Niederrhein);St;KKEM;3320782,994;5695722,06;51,36789103;6,42526871
2610;0;107260078;72,6 + 78;Aldekerk;Sp Bk;KALK;3320158,944;5703302,196;51,43575712;6,41247636
2610;0;107620097;76,2 + 97;Nieukerk;St;KNIK;3317680,019;5705873,31;51,45805075;6,37554095
2610;0;108350088;83,5 + 88;Geldern;St;KGE;3313995,008;5712159,284;51,51329029;6,31927002
2610;0;109240053;92,4 + 53;Kevelaer;St;KKEV;3309621,71;5719864,632;51,58101119;6,25217697
2610;0;109850070;98,5 + 70;Weeze;St;KWEE;3306038,628;5724825,079;51,62432145;6,19780523
2610;0;110550011;105,5 + 11;Goch;St;KGO;3303727,682;5731315,04;51,68178042;6,16083485
2610;0;111400080;114,0 + 80;Bedburg-Hau;St;KBH;3304923,461;5739753,691;51,7579498;6,17337969
2610;0;111830077;118,3 + 77;Kleve;St;KKLV;3303185,956;5743354,896;51,78966885;6,14620696
2611;0;101150020;11,5 + 20;Pulheim;St;KPUL;3345436,177;5653735,841;50,99801576;6,79705225
2611;0;101540049;15,4 + 49;Stommeln;Sp;KSOM;3342377,337;5656047,947;51,01795364;6,75250864
2611;0;102000080;20,0 + 80;Rommerskirchen;St;KROM;3338816,61;5658593,974;51,03983446;6,70067331
2611;0;102760048;27,6 + 48;Grevenbroich Erftwerk;St;KERW;3333200,894;5663495,065;51,0822494;6,61841542
2611;0;103120073;31,2 + 73;Grevenbroich;St;KGRB;3330556,544;5664810,067;51,09328455;6,58009537
2611;0;103860054;38,6 + 54;Juechen;Sp;KJUC;3324988,786;5665417,511;51,09706819;6,5004006
2611;0;104140070;41,4 + 70;Hochneukirch;Sp;KHOK;3322628,104;5666191,083;51,10328981;6,46635391
2611;0;104640010;46,4 + 10;Rheydt-Odenkirchen;St;KRYO;3321336,871;5670057,149;51,13760563;6,44602214
2611;0;104940044;49,4 + 44;Rheydt Main Station;St;KRY;3321006,823;5672900,228;51,16303269;6,43989806
2614;0;99999980;-0,0 + -19;Cologne-Nippes (Swch);Swch;KKNA;3355411,425;5648929,485;50,95743184;6,94096586
2615;0;100120027;1,2 + 27;Cologne-Nippes (Swch);Swch;KKNA;3355411,425;5648929,485;50,95743184;6,94096586
2615;0;100470048;4,7 + 48;Cologne-Nippes;St;KKN;3354148,787;5651972,92;50,98445312;6,92178687
2615;0;100670080;6,7 + 80;Cologne-Longerich;St;KKL;3352765,015;5653486,177;50,99769446;6,90148085
2616;0;100000000;0,0 + 0;Cologne Main Station;St;KK;3356633,453;5647260,801;50,94274678;6,95900421
2617;0;100000000;0,0 + 0;Cologne Bbf.;Stp;KKB;3356065,921;5648080,137;50,94996573;6,95061076
2618;0;100240000;2,4 + 0;Cologne-Nippes Streckenwechsel 2618/2610;Trch;YKKEZ;3355460,584;5649112,911;50,95909192;6,94159224
2620;0;100000000;0,0 + 0;Cologne Main Station;St;KK;3356680,047;5647290,025;50,94302089;6,95965523
2620;0;100080040;0,8 + 40;Cologne Hansaring;Stp;KKHR;3356206,595;5647980,683;50,94910741;6,95265057
2620;0;100220077;2,2 + 77;Cologne-Nippes PSt;Stp;KKN P;3355458,433;5649063,481;50,95864734;6,94158127
2620;0;100300015;3,0 + 15;Cologne Etzelstraße;Swch;KKEZ;3355505,78;5649776,207;50,96506177;6,94197176
2620;0;100340060;3,4 + 60;Cologne Geldernstr/Parkguertel;Sp;KKP;3355472,411;5650185,776;50,96873264;6,94133437
2620;0;100770092;7,7 + 92;Cologne-Longerich;St;KKL;3352784,041;5653500,745;50,99783019;6,90174579
2620;0;100980051;9,8 + 51;Cologne Volkhovener Weg;Sp;KKV;3352254,885;5655404,714;51,01479768;6,89343825
2620;0;101060012;10,6 + 12;Cologne-Chorweiler;Sp;KKC;3352588,052;5656087,657;51,02101793;6,89790522
2620;0;101150035;11,5 + 35;Cologne-Chorweiler Nord;St;KKCN;3352247,52;5656885,406;51,02809658;6,89273023
2620;0;101290000;12,9 + 0;Cologne-Blumenberg;Sp;KKBL;3351480,723;5657960,398;51,0375554;6,8813672
2620;0;101480020;14,8 + 20;Cologne-Worringen;St;KKWO;3349468,547;5659666,254;51,0523549;6,85199068
2621;0;100000000;0,0 + 0;Cologne Posthof;Swch;KKPO;3358279,398;5646940,088;50,94027251;6,98253293
2621;0;100110024;1,1 + 24;Cologne Trimbornstraße;Sp;KKTR;3359262,199;5646425,549;50,93589079;6,99670565
2621;0;100190000;1,9 + 0;Cologne-Kalk;St;KKA;3359891,966;5645971,738;50,93196725;7,00583367
2621;0;100440001;4,4 + 1;Cologne Flughafen Nordost;Swch;KFNO;3361767,298;5644325,538;50,9176306;7,03311793
2621;0;100550045;5,5 + 45;Cologne Airport / Businesspark;Sp;KBP;3362552,945;5643493,947;50,91034734;7,04459681
2621;0;100740024;7,4 + 24;Cologne Steinstraße;Sp;KSTP;3363401,814;5641830,37;50,89560337;7,05728151
2622;0;100370080;3,7 + 80;Cologne-Ehrenfeld;St;KKER;3353724,411;5648319,179;50,95152377;6,91721638
2622;0;100580054;5,8 + 54;Cologne-Muengersdorf Technologiepark;Stp;KKMT;3351670,983;5648030,505;50,948406;6,88813194
2622;0;100960070;9,6 + 70;Cologne-Loevenich S-Bahn;Sp;KLO;3347888,66;5647527,364;50,94290112;6,83455852
2622;0;101100070;11,0 + 70;Cologne-Weiden West;Sp;KKWW;3346500,937;5647340,873;50,94085829;6,81490675
2622;0;101360096;13,6 + 96;Frechen-Koenigsdorf;Sp;KFKO;3343907,752;5646935,638;50,9365224;6,77821343
2622;0;101870097;18,7 + 97;Horrem;St;KHR;3339288,554;5644810,723;50,91616832;6,71348816
2622;0;102140062;21,4 + 62;Sindorf;St;KSIU;3336970,757;5643494,704;50,90369833;6,68114379
2622;0;102780021;27,8 + 21;Buir Cro;Cro;KBUU;3331441,918;5640351,606;50,87388238;6,60406236
2622;0;103020066;30,2 + 66;Buir;Sp;KBUH;3329316,731;5639142,063;50,86239593;6,57446076
2622;0;103490084;34,9 + 84;Merzenich;Sp;KMEZ;3325241,594;5636769,974;50,83987605;6,51776476
2622;0;103570035;35,7 + 35;Merzenich Cro;Cro;KMEU;3324755,428;5636198,872;50,83460019;6,51114229
2622;0;103910095;39,1 + 95;Dueren;St;KDN;3322644,101;5633456,85;50,80933253;6,48252588
2630;0;99799998;-2,0 + -1;Cologne Main Station;St;KK;3356638,624;5647264,088;50,9427776;6,95907644
2630;0;100100080;1,0 + 80;Cologne West;St;KKW;3354868,154;5647408,668;50,94363355;6,93384482
2630;0;100310068;3,1 + 68;Cologne Sued;St;KKS;3355151,154;5645559,003;50,92708877;6,93860385
2630;0;100930065;9,3 + 65;Huerth-Kalscheuren;St;KKAS;3352981,954;5639886,154;50,87558039;6,91005478
2630;0;101290000;12,9 + 0;Bruehl GSt;Stp;KBR G;3352803,314;5636361,013;50,84386801;6,90893583
2630;0;101450070;14,5 + 70;Bruehl;St;KBR;3353016,823;5634727,556;50,82924857;6,91262017
2630;0;101950010;19,5 + 10;Sechtem;St;KSEC;3356089,696;5630874,449;50,79540603;6,95771769
2630;0;102570060;25,7 + 60;Roisdorf;St;KROI;3360072,251;5626063,635;50,75316119;7,01599899
2630;0;103020000;30,2 + 0;Bonn GSt;Stp;KB  G;3364111,566;5624278,472;50,73808237;7,0738637
2630;0;103190050;31,9 + 50;Bonn Main Station;St;KB;3365704,186;5623563;50,73202469;7,09667277
2630;0;103450010;34,5 + 10;Bonn UN Campus;Sp;KBUN;3367185,403;5621534,419;50,71413938;7,11837185
2630;0;103720000;37,2 + 0;Bonn-Bad Godesberg Nord;St;KBBN;3368787,828;5619392,446;50,69525835;7,14180919
2630;0;103890094;38,9 + 94;Bonn-Bad Godesberg;St;KBBG;3370016,884;5618086,065;50,68379673;7,15965448
2630;0;104120050;41,2 + 50;Bonn-Mehlem;St;KBM;3371516,896;5616404,439;50,66902058;7,18145242
2630;0;104320060;43,2 + 60;Bonn Neuer Weg;St;KNEW;3372505,146;5614655,962;50,65352774;7,19602657
2630;0;104590017;45,9 + 17;Rolandseck;Sp;KROL;3373212,373;5612181,786;50,63145141;7,20686868
2630;0;104820013;48,2 + 13;Oberwinter;St;KOWI;3373220,163;5609944,222;50,61134831;7,20774329
2630;0;105270020;52,7 + 20;Remagen;St;KRE;3374686,622;5606111,797;50,57722975;7,22974364
2630;0;105670006;56,7 + 6;Sinzig (Rhein);St;KSIZ;3376614,845;5602688,601;50,54688125;7,25808749
2630;0;106250025;62,5 + 25;Bad Breisig;Sp;KBRE;3379816,286;5597846,932;50,50404207;7,30479511
2630;0;106570040;65,7 + 40;Brohl;St;KBRO;3381734,695;5595286,293;50,48142294;7,33263541
2630;0;106910068;69,1 + 68;Namedy Suedbahnsteig;Sp;KNAM;3383744,607;5592530,907;50,45706495;7,36179754
2630;0;107320036;73,2 + 36;Andernach;St;KAND;3386713,759;5589975,481;50,43468206;7,40436485
2630;0;107680090;76,8 + 90;Weißenthurm;St;KWEH;3389979,117;5588423,023;50,42135192;7,45076378
2630;0;108160000;81,6 + 0;Urmitz;St;KUR;3394038,546;5586258,103;50,40264267;7,50847641
2630;0;108930066;89,3 + 66;Koblenz-Luetzel;St;KKOL;3399862,823;5582193,663;50,3671362;7,5914562
2630;0;109030075;90,3 + 75;Koblenz Stadtmitte;Sp;KKSM;3399746,103;5581193,51;50,35812775;7,59008254
2630;0;109120000;91,2 + 0;Koblenz Main Station;St;KKO;3399622,742;5580377,178;50,35077018;7,58856711
2630;0;109430053;94,3 + 53;Koenigsbach (b Kapellen-Stolzenfels);St;KKOB;3399380,466;5577328,023;50,32332537;7,58597793
2630;0;109980013;99,8 + 13;Rhens;St;KRHE;3401748,115;5572626,198;50,28146766;7,62043847
2630;0;110330079;103,3 + 79;Spay;Sp;KSPA;3403481,09;5569707,049;50,25551762;7,64548975
2630;0;111070035;110,7 + 35;Boppard Main Station;St;KBOP;3399189,819;5567107,795;50,23144039;7,58602553
2630;0;111560077;115,6 + 77;Boppard-Bad Salzig;Sp;KSAL;3402670,957;5564124,969;50,2052153;7,6355656
2630;0;111930040;119,3 + 40;Boppard-Hirzenach;Stp;KHIR;3403480,173;5560802,245;50,17548425;7,64774137
2630;0;112150000;121,5 + 0;Werlau;St;FWER;3405430,446;5560000,131;50,16858957;7,67523506
2630;0;112530010;125,3 + 10;St Goar;St;FSGO;3408211,105;5557886,371;50,15002847;7,71465531
2630;0;112740048;127,4 + 48;Urbar Nord;Cro;FURBN;3409262,51;5556330,517;50,13620622;7,72973283
2630;0;112880005;128,8 + 5;Urbar Sued;Cro;FURBS;3409540,602;5555270,425;50,1267205;7,73387315
2630;0;113200078;132,0 + 78;Oberwesel;St;FOBW;3409338,683;5552781,634;50,10432016;7,73164125
2630;0;113840064;138,4 + 64;Bacharach;St;FBCH;3411957,095;5547398,596;50,05632988;7,76947258
2630;0;114190066;141,9 + 66;Niederheimbach;St;FNDH;3414504,441;5545096,511;50,0360093;7,80555011
2630;0;114650057;146,5 + 57;Trechtingshausen;Sp;FTRE;3417811,149;5542041,93;50,00901855;7,85235115
2630;0;115200004;152,0 + 4;Bingen (Rhein) Main Station;St;FBGK;3420020,961;5537531,482;49,96877581;7,88411177
2631;0;100060025;0,6 + 25;Huerth-Kalscheuren;St;KKAS;3352943,576;5639902,129;50,87571413;6,90950346
2631;0;100520000;5,2 + 0;Bruehl-Kierberg;Sp;KKIE;3351334,122;5635770,16;50,8381848;6,88833013
2631;0;101140020;11,4 + 20;Erftstadt;St;KEST;3347335,72;5632445,57;50,80728008;6,83299159
2631;0;101770000;17,7 + 0;Weilerswist Industriestammgleis;Rerout;KWWI;3348247,563;5626646,777;50,75542944;6,84831161
2631;0;101830020;18,3 + 20;Weilerswist;Sp;KWES;3347998,413;5626078,938;50,75026339;6,8450177
2631;0;102380000;23,8 + 0;Weilerswist-Derkum;St;KDEK;3345849,817;5621100,474;50,70497632;6,81667546
2631;0;102580037;25,8 + 37;Euskirchen-Großbuellesheim;Sp;KGBU;3345753,984;5619065,758;50,68667332;6,81616915
2631;0;103000070;30,0 + 70;Euskirchen;St;KEU;3343960,372;5615909,177;50,65784038;6,79213862
2631;0;103740087;37,4 + 87;Satzvey;St;KSA;3338258,039;5612208,953;50,62304861;6,71317525
2631;0;104410050;44,1 + 50;Mechernich;St;KMCH;3333144,507;5608843,443;50,59137963;6,64248653
2631;0;104700031;47,0 + 31;Mechernich Muelldeponie;Rerout;KMCD;3330978,867;5607246,286;50,57641157;6,61265593
2631;0;104730090;47,3 + 90;Mechernich West;Rerout;KMCW;3330656,511;5607089,313;50,57490834;6,60818051
2631;0;104960064;49,6 + 64;Scheven;Sp;KSEV;3329471,646;5605431,552;50,55967431;6,59222796
2631;0;105320097;53,2 + 97;Kall;St;KKAL;3326913,364;5603161,013;50,53852981;6,55721173
2631;0;105750000;57,5 + 0;Urft (Steinfeld);Sp Bk;KURF;3328433,831;5600202,39;50,51240432;6,58000063
2631;0;106280020;62,8 + 20;Nettersheim;St;KNEH;3331930,209;5597847,399;50,49226564;6,63031036
2631;0;106930080;69,3 + 80;Blankenheim (Wald);St;KBLH;3329123,76;5592317,374;50,4417844;6,59331972
2631;0;107380073;73,8 + 73;Schmidtheim;Sp Cro;KSMI;3326073,719;5589225,758;50,4131211;6,55185533
2631;0;107730055;77,3 + 55;Dahlem (Eifel);Sp;KDAM;3325853,702;5586168,255;50,38559455;6,55017951
2631;0;108290070;82,9 + 70;Juenkerath;St;KJU;3327890,688;5581550,795;50,34472049;6,58090567
2631;0;108680084;86,8 + 84;Lissendorf;Sp Cro;KLIS;3330245,058;5578530,201;50,31827211;6,61531156
2631;0;109120040;91,2 + 40;Oberbettingen-Hillesheim;St;SOH;3331762,719;5574536,995;50,2828386;6,63838017
2631;0;109610090;96,1 + 90;Bewingen;Cro;SBEW;3334190,207;5570503,045;50,24728975;6,67417679
2631;0;110100049;101,0 + 49;Gerolstein;St;SGR;3333123,781;5567938,367;50,22395214;6,66036636
2631;0;110640047;106,4 + 47;Gerolstein Basalt;Rerout;SGRB;3331457,336;5564248,218;50,19033291;6,63867115
2631;0;110830012;108,3 + 12;Birresborn;St;SBRB;3330697,068;5562726,09;50,17644358;6,62871144
2631;0;111250028;112,5 + 28;Muerlenbach;Sp;SMLB;3328654,073;5559715,608;50,14881521;6,60149047
2631;0;111540016;115,4 + 16;Densborn;St;SDBO;3328476,027;5556953,819;50,12395632;6,60024349
2631;0;111790091;117,9 + 91;Usch-Zendscheid;Sp;SUZD;3328585,695;5554590,323;50,10275804;6,60283648
2631;0;112180072;121,8 + 72;St Thomas;St;SSTO;3328337,35;5550929,156;50,06980005;6,60101125
2631;0;112530093;125,3 + 93;Kyllburg;St;SKY;3327948,727;5547835,919;50,04190282;6,59697661
2631;0;113130094;131,3 + 94;Bitburg-Erdorf;St;SED;3325936,199;5543088,478;49,99867466;6,57105913
2631;0;113540010;135,4 + 10;Huettingen;Sp;SHT;3326814,31;5539592,107;49,96752411;6,58486949
2631;0;113920009;139,2 + 9;Philippsheim;St;SPI;3329698,116;5537928,458;49,95340945;6,62576609
2631;0;114230041;142,3 + 41;Speicher;St;SSPE;3328898,742;5535229,479;49,92893665;6,61583438
2631;0;114560099;145,6 + 99;Auw an der Kyll;St;SAUW;3328723,271;5532411,931;49,90357688;6,61464226
2631;0;115220019;152,2 + 19;Daufenbach;St;SDF;3330440,394;5529280,123;49,87593285;6,63989736
2631;0;115750003;157,5 + 3;Kordel;St;SKDL;3329954,415;5524862,078;49,83610758;6,63508095
2631;0;116340069;163,4 + 69;Ehrang;St;SEG;3333493,096;5520946,725;49,80192717;6,68590952
2633;0;100000000;0,0 + 0;Cologne Main Station;St;KK;3356638,624;5647264,088;50,9427776;6,95907644
2634;0;100170040;1,7 + 40;Euskirchen Zuckerfabrik;Sp;KZU;3345449,675;5615809,204;50,65733932;6,81322634
2634;0;100430088;4,3 + 88;Euskirchen-Stotzheim;Sp;KSTZ;3345194,936;5613196,067;50,63379809;6,81071812
2634;0;100700040;7,0 + 40;Euskirchen-Kreuzweingarten;Sp;KKRW;3344086,699;5610917,452;50,61303432;6,79602268
2634;0;100890035;8,9 + 35;Bad Muenstereifel-Arloff;Sp CoPt;KARL;3343396,811;5609242,47;50,59780349;6,78698916
2634;0;101100040;11,0 + 40;Bad Muenstereifel-Iversheim;Sp;KIV;3342084,479;5607641,311;50,58306719;6,76914822
2634;0;101390015;13,9 + 15;Bad Muenstereifel;Sp;KMUE;3341666,476;5604967,713;50,55893777;6,76438822
2635;0;100000052;0,0 + 52;Kall;St;KKAL;3326892,036;5603170,165;50,5386057;6,5569069
2635;0;100040049;0,4 + 49;Gemuend (Eifel) DB-Grenze;Bp;KGEG;3326945,395;5603548,248;50,54201722;6,55748341
2639;0;100000000;0,0 + 0;Cologne Main Station;St;KK;3356657,352;5647276,281;50,94289179;6,95933794
2639;0;100110060;1,1 + 60;Cologne Messe/Deutz;St;KKDZ;3357717,318;5647023,926;50,94088727;6,97450831
2640;0;100310034;3,1 + 34;Cologne Sued Swch;Swch;KKSA;3355134,131;5645584,149;50,92731038;6,9383519
2640;0;100930064;9,3 + 64;Huerth-Kalscheuren;St;KKAS;3352996,588;5639882,025;50,87554702;6,91026421
2641;0;99999974;-0,0 + -25;Cologne Sued Swch;Swch;KKSA;3355134,131;5645584,149;50,92731038;6,9383519
2641;0;100200060;2,0 + 60;Cologne Bonntor;St;KKBT;3356506,689;5644268,804;50,91583715;6,9583792
2641;0;100350089;3,5 + 89;Cologne Suedbruecke;Swch;KSBR;3357981,208;5644523,477;50,91848965;6,97923439
2642;0;100000000;0,0 + 0;Cologne Sued;St;KKS;3355142,243;5645550,902;50,92701376;6,93848041
2643;0;99839937;-1,6 + -62;Cologne Eifeltor;St;KKE;3354419,029;5643140,093;50,90517499;6,92916248
2643;0;100040024;0,4 + 24;Cologne Bonntor Mastlager;CoPt;KKBM;3355476,262;5644809,138;50,92043405;6,94352209
2645;0;99999972;-0,0 + -27;Bonn Main Station;St;KB;3365699,036;5623546,804;50,73187799;7,09660577
2645;0;100260035;2,6 + 35;Bonn-Endenich Nord;Sp;KBEC;3363296,162;5624039,796;50,73574673;7,06240785
2645;0;100430039;4,3 + 39;Bonn Helmholtzstraße;Sp;KBHH;3362565,68;5622510,931;50,7218388;7,0526361
2645;0;100540020;5,4 + 20;Bonn-Duisdorf;Sp;KBD;3361759,162;5621926,345;50,71639554;7,04144063
2645;0;100700068;7,0 + 68;Alfter-Impekoven;Sp;KALI;3360241,774;5621410,558;50,71139888;7,0201634
